dataset,best_params,num_boost_round
FSCS_sampled_data_10000_set_18,"{'lambda_l1': 5.277046117288087e-08, 'lambda_l2': 4.488136049801594, 'num_leaves': 494, 'feature_fraction': 0.6836439626913656, 'bagging_fraction': 0.41974470709088896, 'bagging_freq': 0, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_19,"{'lambda_l1': 0.007911177105084705, 'lambda_l2': 0.02743013547092278, 'num_leaves': 203, 'feature_fraction': 0.6143014924984619, 'bagging_fraction': 0.8876887082881619, 'bagging_freq': 1, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_19,"{'lambda_l1': 1.2855450398382511e-06, 'lambda_l2': 1.32248154217416e-06, 'num_leaves': 447, 'feature_fraction': 0.7409019664283392, 'bagging_fraction': 0.9354605462410898, 'bagging_freq': 15, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_19,"{'lambda_l1': 0.05288062981802506, 'lambda_l2': 1.03615715148993e-06, 'num_leaves': 482, 'feature_fraction': 0.6879369179951761, 'bagging_fraction': 0.707262028721135, 'bagging_freq': 8, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",98
FSCS_sampled_data_10000_set_19,"{'lambda_l1': 1.713878743997218e-07, 'lambda_l2': 0.00011766737278468792, 'num_leaves': 427, 'feature_fraction': 0.5937202545747388, 'bagging_fraction': 0.9237111470167748, 'bagging_freq': 5, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_20,"{'lambda_l1': 0.000319015873244348, 'lambda_l2': 6.222289101245312e-08, 'num_leaves': 434, 'feature_fraction': 0.7281924347614641, 'bagging_fraction': 0.8918543491739348, 'bagging_freq': 8, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_20,"{'lambda_l1': 2.5392977882605935e-05, 'lambda_l2': 1.1619102142835248e-06, 'num_leaves': 282, 'feature_fraction': 0.84308856663624, 'bagging_fraction': 0.8780528011868394, 'bagging_freq': 3, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_20,"{'lambda_l1': 3.398752762985104e-05, 'lambda_l2': 0.0002531867518031534, 'num_leaves': 271, 'feature_fraction': 0.4770503394787766, 'bagging_fraction': 0.7157962312765329, 'bagging_freq': 0, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_20,"{'lambda_l1': 2.89222869964362e-08, 'lambda_l2': 0.08573544348099624, 'num_leaves': 337, 'feature_fraction': 0.7123177247684706, 'bagging_fraction': 0.7810460627085865, 'bagging_freq': 5, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_1000_set_1,"{'lambda_l1': 0.08898668754763242, 'lambda_l2': 2.8997140886846945e-05, 'num_leaves': 102, 'feature_fraction': 0.8410601609505374, 'bagging_fraction': 0.9734600703354457, 'bagging_freq': 10, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",55
SRS_sampled_df_1000_set_2,"{'lambda_l1': 0.0015696188866064706, 'lambda_l2': 0.00010148965981172578, 'num_leaves': 471, 'feature_fraction': 0.9309635279115342, 'bagging_fraction': 0.8687616078813695, 'bagging_freq': 2, 'min_child_samples': 12, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",58
SRS_sampled_df_1000_set_3,"{'lambda_l1': 1.4032309271872436e-07, 'lambda_l2': 9.970502419652536, 'num_leaves': 124, 'feature_fraction': 0.9890574819027287, 'bagging_fraction': 0.9763814881063035, 'bagging_freq': 0, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",65
SRS_sampled_df_1000_set_4,"{'lambda_l1': 0.0016819770669282412, 'lambda_l2': 6.36751475132525, 'num_leaves': 320, 'feature_fraction': 0.7071807494914172, 'bagging_fraction': 0.8021831392566567, 'bagging_freq': 10, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",74
SRS_sampled_df_1000_set_5,"{'lambda_l1': 0.6174439347017844, 'lambda_l2': 0.10689804869083508, 'num_leaves': 215, 'feature_fraction': 0.8230179611617363, 'bagging_fraction': 0.9477975659012686, 'bagging_freq': 4, 'min_child_samples': 53, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",65
SRS_sampled_df_1000_set_6,"{'lambda_l1': 0.1996210734942842, 'lambda_l2': 3.6484545753835094e-06, 'num_leaves': 466, 'feature_fraction': 0.5331511157328659, 'bagging_fraction': 0.747900935868999, 'bagging_freq': 5, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",38
SRS_sampled_df_1000_set_7,"{'lambda_l1': 0.31582205996189894, 'lambda_l2': 1.0802850350534644e-08, 'num_leaves': 305, 'feature_fraction': 0.8551951312675101, 'bagging_fraction': 0.841356054246705, 'bagging_freq': 15, 'min_child_samples': 18, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",48
SRS_sampled_df_1000_set_8,"{'lambda_l1': 0.00024046974503449172, 'lambda_l2': 5.66160702093954e-08, 'num_leaves': 280, 'feature_fraction': 0.5319996430425741, 'bagging_fraction': 0.8731415409049751, 'bagging_freq': 3, 'min_child_samples': 29, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",72
SRS_sampled_df_1000_set_9,"{'lambda_l1': 3.5327507549914237, 'lambda_l2': 1.7904857438740704, 'num_leaves': 74, 'feature_fraction': 0.6369191261301593, 'bagging_fraction': 0.3395034971347729, 'bagging_freq': 3, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",90
SRS_sampled_df_1000_set_10,"{'lambda_l1': 4.153004424072758e-05, 'lambda_l2': 2.8824232593640356e-08, 'num_leaves': 337, 'feature_fraction': 0.7586742855107933, 'bagging_fraction': 0.8444486109377493, 'bagging_freq': 3, 'min_child_samples': 24, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",90
SRS_sampled_df_1000_set_11,"{'lambda_l1': 0.044802029216716055, 'lambda_l2': 1.3813990320481901, 'num_leaves': 272, 'feature_fraction': 0.9202729544232842, 'bagging_fraction': 0.7869819652813355, 'bagging_freq': 3, 'min_child_samples': 17, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",41
SRS_sampled_df_1000_set_12,"{'lambda_l1': 0.03314688802418472, 'lambda_l2': 0.0002655472246349959, 'num_leaves': 113, 'feature_fraction': 0.7106410878920539, 'bagging_fraction': 0.8481678286282888, 'bagging_freq': 4, 'min_child_samples': 18, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",83
SRS_sampled_df_1000_set_13,"{'lambda_l1': 0.39252010689333144, 'lambda_l2': 0.0060951267466561945, 'num_leaves': 202, 'feature_fraction': 0.7680135793543351, 'bagging_fraction': 0.897088845281923, 'bagging_freq': 1, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",41
SRS_sampled_df_1000_set_14,"{'lambda_l1': 2.5311530004014875, 'lambda_l2': 0.0006004904065633263, 'num_leaves': 415, 'feature_fraction': 0.761707195029347, 'bagging_fraction': 0.9443766874765193, 'bagging_freq': 3, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",78
SRS_sampled_df_1000_set_15,"{'lambda_l1': 0.0659438112280493, 'lambda_l2': 8.488629763825784e-07, 'num_leaves': 173, 'feature_fraction': 0.5141940908669278, 'bagging_fraction': 0.6949334557637777, 'bagging_freq': 11, 'min_child_samples': 21, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",54
SRS_sampled_df_1000_set_16,"{'lambda_l1': 0.00014792602956502102, 'lambda_l2': 0.018051311288588303, 'num_leaves': 382, 'feature_fraction': 0.7261889310249173, 'bagging_fraction': 0.6093737275929427, 'bagging_freq': 3, 'min_child_samples': 47, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",59
SRS_sampled_df_1000_set_17,"{'lambda_l1': 0.0003873852907969724, 'lambda_l2': 8.223824065147159e-06, 'num_leaves': 52, 'feature_fraction': 0.9041051018134045, 'bagging_fraction': 0.7822069256836868, 'bagging_freq': 1, 'min_child_samples': 28, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",51
SRS_sampled_df_1000_set_18,"{'lambda_l1': 1.189343063103914e-05, 'lambda_l2': 3.154342976306876e-06, 'num_leaves': 18, 'feature_fraction': 0.7778475589276737, 'bagging_fraction': 0.9891598152152782, 'bagging_freq': 11, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",97
SRS_sampled_df_1000_set_19,"{'lambda_l1': 0.007518148495152496, 'lambda_l2': 0.16408423735301222, 'num_leaves': 81, 'feature_fraction': 0.7189872872294065, 'bagging_fraction': 0.8015910146782768, 'bagging_freq': 2, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",58
SRS_sampled_df_1000_set_20,"{'lambda_l1': 0.021969968119599562, 'lambda_l2': 1.252437324548703e-06, 'num_leaves': 512, 'feature_fraction': 0.5606902128068073, 'bagging_fraction': 0.7714002417197702, 'bagging_freq': 0, 'min_child_samples': 33, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",70
SRS_sampled_df_5000_set_1,"{'lambda_l1': 0.021727667756332125, 'lambda_l2': 7.383913386501045e-08, 'num_leaves': 207, 'feature_fraction': 0.7119905137763288, 'bagging_fraction': 0.9477584125636856, 'bagging_freq': 2, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_2,"{'lambda_l1': 0.8693284961156005, 'lambda_l2': 8.0146004922181e-08, 'num_leaves': 216, 'feature_fraction': 0.6301788955431868, 'bagging_fraction': 0.8929163693792627, 'bagging_freq': 13, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_3,"{'lambda_l1': 0.7640159006966855, 'lambda_l2': 0.00014507111670718968, 'num_leaves': 441, 'feature_fraction': 0.8059033851268786, 'bagging_fraction': 0.9321553234385294, 'bagging_freq': 11, 'min_child_samples': 13, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_4,"{'lambda_l1': 7.015926699732464e-07, 'lambda_l2': 8.687300887166495, 'num_leaves': 378, 'feature_fraction': 0.6469335722346283, 'bagging_fraction': 0.9816758710361363, 'bagging_freq': 0, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_5,"{'lambda_l1': 0.01528405595156751, 'lambda_l2': 1.7074106985472204, 'num_leaves': 311, 'feature_fraction': 0.9351169093633046, 'bagging_fraction': 0.8686731146564539, 'bagging_freq': 3, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_6,"{'lambda_l1': 5.516921648012969e-06, 'lambda_l2': 2.0626276426275426e-06, 'num_leaves': 379, 'feature_fraction': 0.724606053119277, 'bagging_fraction': 0.973233760409603, 'bagging_freq': 1, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_7,"{'lambda_l1': 0.06090581298415702, 'lambda_l2': 0.034957633005604026, 'num_leaves': 247, 'feature_fraction': 0.9202541032427328, 'bagging_fraction': 0.8131420512146703, 'bagging_freq': 1, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_8,"{'lambda_l1': 0.003073739643995111, 'lambda_l2': 8.175751938789983, 'num_leaves': 309, 'feature_fraction': 0.8182766938216242, 'bagging_fraction': 0.754299707213504, 'bagging_freq': 7, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_9,"{'lambda_l1': 0.00021092563162611447, 'lambda_l2': 1.9111090724849475e-05, 'num_leaves': 265, 'feature_fraction': 0.5593197832641559, 'bagging_fraction': 0.9496841306820716, 'bagging_freq': 10, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99
SRS_sampled_df_5000_set_10,"{'lambda_l1': 3.5927369926881692e-06, 'lambda_l2': 1.89787684107153, 'num_leaves': 359, 'feature_fraction': 0.8865379691152485, 'bagging_fraction': 0.7263442539688929, 'bagging_freq': 1, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_11,"{'lambda_l1': 0.0007918753115753524, 'lambda_l2': 3.2256870399401667e-05, 'num_leaves': 268, 'feature_fraction': 0.5856076507624954, 'bagging_fraction': 0.5013017882762797, 'bagging_freq': 2, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",94
SRS_sampled_df_5000_set_12,"{'lambda_l1': 0.8844456758244086, 'lambda_l2': 5.472078186596759e-07, 'num_leaves': 260, 'feature_fraction': 0.828866414055846, 'bagging_fraction': 0.9253501594623446, 'bagging_freq': 3, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_13,"{'lambda_l1': 0.020772137538517824, 'lambda_l2': 0.3230857061274099, 'num_leaves': 248, 'feature_fraction': 0.7252604538831734, 'bagging_fraction': 0.8355702921862223, 'bagging_freq': 4, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",97
SRS_sampled_df_5000_set_14,"{'lambda_l1': 0.07307852420571471, 'lambda_l2': 4.178189816620311e-06, 'num_leaves': 238, 'feature_fraction': 0.5202799171709551, 'bagging_fraction': 0.9475395503802995, 'bagging_freq': 11, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_15,"{'lambda_l1': 0.0054133281517561235, 'lambda_l2': 0.9439357008039886, 'num_leaves': 188, 'feature_fraction': 0.6621712659934045, 'bagging_fraction': 0.7672540772604435, 'bagging_freq': 1, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_16,"{'lambda_l1': 0.00041794067752150743, 'lambda_l2': 2.512496930936045e-08, 'num_leaves': 448, 'feature_fraction': 0.8414149198890819, 'bagging_fraction': 0.8989016622916244, 'bagging_freq': 7, 'min_child_samples': 13, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",96
SRS_sampled_df_5000_set_17,"{'lambda_l1': 0.009298319393453757, 'lambda_l2': 5.005815922304865e-06, 'num_leaves': 277, 'feature_fraction': 0.7111677265386933, 'bagging_fraction': 0.8189166877267354, 'bagging_freq': 6, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_18,"{'lambda_l1': 1.4303198654029008e-05, 'lambda_l2': 0.03755292135446185, 'num_leaves': 293, 'feature_fraction': 0.8727414556937974, 'bagging_fraction': 0.9479179842356571, 'bagging_freq': 1, 'min_child_samples': 18, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_19,"{'lambda_l1': 1.2413311550018236e-07, 'lambda_l2': 0.00040506499560718183, 'num_leaves': 314, 'feature_fraction': 0.7936467982520445, 'bagging_fraction': 0.9094471117343359, 'bagging_freq': 5, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_5000_set_20,"{'lambda_l1': 0.0009594826304782144, 'lambda_l2': 9.200685906267847, 'num_leaves': 301, 'feature_fraction': 0.6391673283963057, 'bagging_fraction': 0.9957092614539733, 'bagging_freq': 0, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_1,"{'lambda_l1': 4.7508968168295627e-07, 'lambda_l2': 3.218998034576768e-07, 'num_leaves': 404, 'feature_fraction': 0.557764644721336, 'bagging_fraction': 0.6069805097602273, 'bagging_freq': 0, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_2,"{'lambda_l1': 7.247905033359127e-08, 'lambda_l2': 2.089104471249889e-07, 'num_leaves': 421, 'feature_fraction': 0.6326635307750595, 'bagging_fraction': 0.806354569554418, 'bagging_freq': 1, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_3,"{'lambda_l1': 0.00016278279513087557, 'lambda_l2': 0.08520770226959479, 'num_leaves': 368, 'feature_fraction': 0.7215307347405087, 'bagging_fraction': 0.7735665988899241, 'bagging_freq': 1, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_4,"{'lambda_l1': 0.0015123554933898404, 'lambda_l2': 2.2114823293355297, 'num_leaves': 511, 'feature_fraction': 0.8023232955463917, 'bagging_fraction': 0.9312197062884094, 'bagging_freq': 5, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_5,"{'lambda_l1': 2.870584206806056e-07, 'lambda_l2': 0.0005794013886842377, 'num_leaves': 433, 'feature_fraction': 0.6568398681213097, 'bagging_fraction': 0.9358501097110801, 'bagging_freq': 14, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_6,"{'lambda_l1': 5.229091314705165e-07, 'lambda_l2': 0.0003343772420037273, 'num_leaves': 253, 'feature_fraction': 0.822464731262844, 'bagging_fraction': 0.9728176873869789, 'bagging_freq': 3, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_7,"{'lambda_l1': 2.7997110638316625e-08, 'lambda_l2': 9.495736274128425e-07, 'num_leaves': 429, 'feature_fraction': 0.5860653700678006, 'bagging_fraction': 0.9267090986062286, 'bagging_freq': 3, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_8,"{'lambda_l1': 0.0026403971563797868, 'lambda_l2': 5.2195079196113376e-05, 'num_leaves': 267, 'feature_fraction': 0.8155735714954085, 'bagging_fraction': 0.7167674942556633, 'bagging_freq': 10, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_9,"{'lambda_l1': 6.494072536321457e-06, 'lambda_l2': 1.4905801317461386e-06, 'num_leaves': 322, 'feature_fraction': 0.8171626671721132, 'bagging_fraction': 0.8702253023920469, 'bagging_freq': 11, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_10,"{'lambda_l1': 9.308985452224879e-08, 'lambda_l2': 0.00010345552442013838, 'num_leaves': 352, 'feature_fraction': 0.7243156514311846, 'bagging_fraction': 0.8678961993636403, 'bagging_freq': 3, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_11,"{'lambda_l1': 1.0809298817082832e-07, 'lambda_l2': 0.00022600311095877313, 'num_leaves': 293, 'feature_fraction': 0.9127103831299669, 'bagging_fraction': 0.9241661189328296, 'bagging_freq': 12, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_12,"{'lambda_l1': 0.008056705333458376, 'lambda_l2': 0.044156741433979234, 'num_leaves': 376, 'feature_fraction': 0.7759122719891176, 'bagging_fraction': 0.7235922619152153, 'bagging_freq': 1, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_13,"{'lambda_l1': 0.002750931899869475, 'lambda_l2': 1.8007168619241423e-07, 'num_leaves': 435, 'feature_fraction': 0.9336947890928815, 'bagging_fraction': 0.9538898556931907, 'bagging_freq': 7, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_14,"{'lambda_l1': 0.0021865262182175285, 'lambda_l2': 0.0004313926870388289, 'num_leaves': 462, 'feature_fraction': 0.6043723142131631, 'bagging_fraction': 0.9309596666326135, 'bagging_freq': 1, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_15,"{'lambda_l1': 1.4502414736322847e-07, 'lambda_l2': 1.290748590341123e-05, 'num_leaves': 255, 'feature_fraction': 0.8221845337074185, 'bagging_fraction': 0.7833801121654621, 'bagging_freq': 3, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_16,"{'lambda_l1': 5.0589725248560746e-08, 'lambda_l2': 1.9868491710015098e-07, 'num_leaves': 471, 'feature_fraction': 0.5863896994475489, 'bagging_fraction': 0.8383256745454324, 'bagging_freq': 6, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_17,"{'lambda_l1': 4.755429302832747e-07, 'lambda_l2': 2.128630610016067e-07, 'num_leaves': 507, 'feature_fraction': 0.9365116495428106, 'bagging_fraction': 0.8522340947930859, 'bagging_freq': 6, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_18,"{'lambda_l1': 0.000645387986680167, 'lambda_l2': 3.2377062160859468e-06, 'num_leaves': 372, 'feature_fraction': 0.4753791963882511, 'bagging_fraction': 0.8336710304240115, 'bagging_freq': 1, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_19,"{'lambda_l1': 0.000861709181216993, 'lambda_l2': 1.443724658268446e-08, 'num_leaves': 343, 'feature_fraction': 0.9064621482450008, 'bagging_fraction': 0.9253811492485973, 'bagging_freq': 8, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
SRS_sampled_df_10000_set_20,"{'lambda_l1': 0.051689900728714676, 'lambda_l2': 0.04031288966438491, 'num_leaves': 301, 'feature_fraction': 0.47084207271728296, 'bagging_fraction': 0.9957810913440435, 'bagging_freq': 12, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
