dataset,best_params,num_boost_round
clhs_sampled_data_1000_set_20,"{'lambda_l1': 6.007079823822003e-08, 'lambda_l2': 0.00626453093068512, 'num_leaves': 286, 'feature_fraction': 0.8197139982010075, 'bagging_fraction': 0.8404181113831957, 'bagging_freq': 9, 'min_child_samples': 22, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",63
FCMtp2sampled_data_1000_set_20,"{'lambda_l1': 3.851131117132216e-08, 'lambda_l2': 1.2009680686429636, 'num_leaves': 143, 'feature_fraction': 0.7185328372798933, 'bagging_fraction': 0.8769756012141179, 'bagging_freq': 5, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",88
FSCS_sampled_data_1000_set_20,"{'lambda_l1': 2.163690009347806, 'lambda_l2': 0.052098292540694056, 'num_leaves': 129, 'feature_fraction': 0.7918801299373519, 'bagging_fraction': 0.932466582756212, 'bagging_freq': 4, 'min_child_samples': 19, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",44
BalancedSampling_sampled_data_5000_set_1,"{'lambda_l1': 1.6436119683012487e-07, 'lambda_l2': 0.821580019057399, 'num_leaves': 206, 'feature_fraction': 0.5600499272788295, 'bagging_fraction': 0.9143255801091656, 'bagging_freq': 4, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99
clhs_sampled_data_5000_set_1,"{'lambda_l1': 1.3505204032270059e-08, 'lambda_l2': 9.720736215298842, 'num_leaves': 331, 'feature_fraction': 0.9496385427996357, 'bagging_fraction': 0.8195181399948988, 'bagging_freq': 7, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99
FCMtp2sampled_data_5000_set_1,"{'lambda_l1': 0.00026875898411822, 'lambda_l2': 1.2921590421461029e-05, 'num_leaves': 234, 'feature_fraction': 0.6344359876845482, 'bagging_fraction': 0.7556188949874346, 'bagging_freq': 4, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_1,"{'lambda_l1': 1.0009988274244522e-07, 'lambda_l2': 9.062916617583266, 'num_leaves': 333, 'feature_fraction': 0.7587761291215402, 'bagging_fraction': 0.8559231035172553, 'bagging_freq': 0, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",75
BalancedSampling_sampled_data_5000_set_2,"{'lambda_l1': 2.5898407939082022e-05, 'lambda_l2': 0.027089436792402236, 'num_leaves': 245, 'feature_fraction': 0.8094218834324269, 'bagging_fraction': 0.5048870592190523, 'bagging_freq': 0, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",98
clhs_sampled_data_5000_set_2,"{'lambda_l1': 1.3786913218433932e-08, 'lambda_l2': 0.0032674265399705578, 'num_leaves': 426, 'feature_fraction': 0.9351158034360034, 'bagging_fraction': 0.9668943315156295, 'bagging_freq': 12, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",81
FCMtp2sampled_data_5000_set_2,"{'lambda_l1': 2.9018429363177752e-06, 'lambda_l2': 0.0005497963493234703, 'num_leaves': 353, 'feature_fraction': 0.5505640362973403, 'bagging_fraction': 0.8904924027486195, 'bagging_freq': 2, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_2,"{'lambda_l1': 6.178837836982915e-05, 'lambda_l2': 8.363467549858504, 'num_leaves': 313, 'feature_fraction': 0.561690502269261, 'bagging_fraction': 0.7409831091583624, 'bagging_freq': 4, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",86
BalancedSampling_sampled_data_5000_set_3,"{'lambda_l1': 6.127932792218545e-08, 'lambda_l2': 4.964043299765705, 'num_leaves': 471, 'feature_fraction': 0.6560815209318767, 'bagging_fraction': 0.9405195698813623, 'bagging_freq': 11, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_3,"{'lambda_l1': 1.5885991995020685e-08, 'lambda_l2': 0.015490342165120859, 'num_leaves': 320, 'feature_fraction': 0.6767880139336458, 'bagging_fraction': 0.6535937919972341, 'bagging_freq': 0, 'min_child_samples': 16, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",84
FCMtp2sampled_data_5000_set_3,"{'lambda_l1': 0.00024938090761261804, 'lambda_l2': 2.4084226535986363e-06, 'num_leaves': 189, 'feature_fraction': 0.6335779561452328, 'bagging_fraction': 0.8852801921845785, 'bagging_freq': 9, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_3,"{'lambda_l1': 3.6291753412126986, 'lambda_l2': 9.132969022904342e-06, 'num_leaves': 393, 'feature_fraction': 0.6714873414967253, 'bagging_fraction': 0.9485095299160087, 'bagging_freq': 12, 'min_child_samples': 20, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_5000_set_4,"{'lambda_l1': 4.658549204137729e-07, 'lambda_l2': 1.00669880241272e-06, 'num_leaves': 152, 'feature_fraction': 0.9694551071787957, 'bagging_fraction': 0.9962481585110194, 'bagging_freq': 6, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_4,"{'lambda_l1': 1.9707967158006279e-07, 'lambda_l2': 0.00011592080464132587, 'num_leaves': 198, 'feature_fraction': 0.6315034636257669, 'bagging_fraction': 0.9468396729047203, 'bagging_freq': 14, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_5000_set_4,"{'lambda_l1': 1.2773749845006496e-05, 'lambda_l2': 0.2929606132487176, 'num_leaves': 286, 'feature_fraction': 0.6136549547227609, 'bagging_fraction': 0.8508462143403658, 'bagging_freq': 2, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_4,"{'lambda_l1': 0.01832927631205478, 'lambda_l2': 0.030937826214190868, 'num_leaves': 233, 'feature_fraction': 0.6748482050861742, 'bagging_fraction': 0.9925127002011412, 'bagging_freq': 2, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",96
BalancedSampling_sampled_data_5000_set_5,"{'lambda_l1': 0.18891685615952541, 'lambda_l2': 0.05609057937513634, 'num_leaves': 374, 'feature_fraction': 0.5543012358176495, 'bagging_fraction': 0.800672147798144, 'bagging_freq': 0, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",83
clhs_sampled_data_5000_set_5,"{'lambda_l1': 1.7091477818349283e-06, 'lambda_l2': 4.80137406033023e-07, 'num_leaves': 277, 'feature_fraction': 0.7292541463816372, 'bagging_fraction': 0.771256066967235, 'bagging_freq': 1, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",85
FCMtp2sampled_data_5000_set_5,"{'lambda_l1': 6.204582481714595e-08, 'lambda_l2': 0.7952865445965085, 'num_leaves': 418, 'feature_fraction': 0.7019892959670375, 'bagging_fraction': 0.8106667843295923, 'bagging_freq': 1, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_5,"{'lambda_l1': 3.090378572242855e-08, 'lambda_l2': 0.0007788142911312101, 'num_leaves': 272, 'feature_fraction': 0.8289127950092379, 'bagging_fraction': 0.9006426037532256, 'bagging_freq': 0, 'min_child_samples': 26, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",45
BalancedSampling_sampled_data_5000_set_6,"{'lambda_l1': 0.005340421808931448, 'lambda_l2': 0.00017820711445051831, 'num_leaves': 174, 'feature_fraction': 0.491410773939605, 'bagging_fraction': 0.9176470079984109, 'bagging_freq': 6, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_6,"{'lambda_l1': 7.005635430721115e-08, 'lambda_l2': 4.815794615699918, 'num_leaves': 183, 'feature_fraction': 0.850830440067798, 'bagging_fraction': 0.8366158445529761, 'bagging_freq': 5, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_5000_set_6,"{'lambda_l1': 0.00019190749174357617, 'lambda_l2': 1.2466461024679912e-07, 'num_leaves': 239, 'feature_fraction': 0.5277564017545067, 'bagging_fraction': 0.9599053250380304, 'bagging_freq': 5, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_6,"{'lambda_l1': 2.0874438865815397e-06, 'lambda_l2': 0.24906568150283043, 'num_leaves': 141, 'feature_fraction': 0.7149350794253398, 'bagging_fraction': 0.9358542911697918, 'bagging_freq': 10, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",95
BalancedSampling_sampled_data_5000_set_7,"{'lambda_l1': 3.434047646442661e-05, 'lambda_l2': 3.5297459051813105, 'num_leaves': 497, 'feature_fraction': 0.7459176266191042, 'bagging_fraction': 0.8676975675440888, 'bagging_freq': 3, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_7,"{'lambda_l1': 0.00016235659481017613, 'lambda_l2': 2.4155096073918034e-06, 'num_leaves': 164, 'feature_fraction': 0.9020572533126111, 'bagging_fraction': 0.810447949060511, 'bagging_freq': 3, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_5000_set_7,"{'lambda_l1': 0.004180643268239435, 'lambda_l2': 0.01805237917639854, 'num_leaves': 477, 'feature_fraction': 0.6810702284926206, 'bagging_fraction': 0.9391785768687759, 'bagging_freq': 12, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_7,"{'lambda_l1': 0.2995405281383814, 'lambda_l2': 0.0037791220160033573, 'num_leaves': 436, 'feature_fraction': 0.8508630645557057, 'bagging_fraction': 0.8521469018424069, 'bagging_freq': 3, 'min_child_samples': 20, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",60
BalancedSampling_sampled_data_5000_set_8,"{'lambda_l1': 2.2980333565578794, 'lambda_l2': 5.946045185790903e-07, 'num_leaves': 164, 'feature_fraction': 0.9331030774985372, 'bagging_fraction': 0.9088165529182183, 'bagging_freq': 8, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_8,"{'lambda_l1': 0.0003079135311681342, 'lambda_l2': 2.580354216427974, 'num_leaves': 362, 'feature_fraction': 0.7047435631919294, 'bagging_fraction': 0.9028781364192905, 'bagging_freq': 5, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",77
FCMtp2sampled_data_5000_set_8,"{'lambda_l1': 0.05506786504836723, 'lambda_l2': 3.4901893562942296e-06, 'num_leaves': 217, 'feature_fraction': 0.6510842310078968, 'bagging_fraction': 0.8639662252755407, 'bagging_freq': 1, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_8,"{'lambda_l1': 0.844830192976786, 'lambda_l2': 0.0001371807716760017, 'num_leaves': 375, 'feature_fraction': 0.569915981218862, 'bagging_fraction': 0.7859819194336067, 'bagging_freq': 8, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",97
BalancedSampling_sampled_data_5000_set_9,"{'lambda_l1': 4.833196632979199e-08, 'lambda_l2': 1.2146083869737518, 'num_leaves': 277, 'feature_fraction': 0.6625980495947278, 'bagging_fraction': 0.9345036860771858, 'bagging_freq': 2, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",84
clhs_sampled_data_5000_set_9,"{'lambda_l1': 0.024605809453879506, 'lambda_l2': 0.0008936566478494205, 'num_leaves': 277, 'feature_fraction': 0.9985492117675654, 'bagging_fraction': 0.9484557443148964, 'bagging_freq': 0, 'min_child_samples': 14, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",62
FCMtp2sampled_data_5000_set_9,"{'lambda_l1': 2.8185364590592907e-05, 'lambda_l2': 7.5057181492064936e-06, 'num_leaves': 316, 'feature_fraction': 0.7119746871554962, 'bagging_fraction': 0.6032603125275064, 'bagging_freq': 1, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",98
FSCS_sampled_data_5000_set_9,"{'lambda_l1': 0.8303097991243295, 'lambda_l2': 1.4310893069644857, 'num_leaves': 500, 'feature_fraction': 0.6562629901630569, 'bagging_fraction': 0.9089869504085224, 'bagging_freq': 12, 'min_child_samples': 24, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",57
BalancedSampling_sampled_data_5000_set_10,"{'lambda_l1': 0.0025136886616583904, 'lambda_l2': 9.827525614050936, 'num_leaves': 498, 'feature_fraction': 0.6881911892022301, 'bagging_fraction': 0.7974278088747614, 'bagging_freq': 12, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_10,"{'lambda_l1': 0.3792436407681724, 'lambda_l2': 0.00012606740791819596, 'num_leaves': 199, 'feature_fraction': 0.5983144830690967, 'bagging_fraction': 0.9984496304226887, 'bagging_freq': 0, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",92
FCMtp2sampled_data_5000_set_10,"{'lambda_l1': 4.4369809838457655e-05, 'lambda_l2': 1.4902285538481591e-06, 'num_leaves': 192, 'feature_fraction': 0.4537295857691923, 'bagging_fraction': 0.31820323259425437, 'bagging_freq': 0, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_10,"{'lambda_l1': 7.382909240415208, 'lambda_l2': 0.0025611867757170596, 'num_leaves': 91, 'feature_fraction': 0.7832864487554118, 'bagging_fraction': 0.9056316789705927, 'bagging_freq': 2, 'min_child_samples': 16, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_5000_set_11,"{'lambda_l1': 5.466776762135435e-07, 'lambda_l2': 2.494035497803155e-06, 'num_leaves': 270, 'feature_fraction': 0.6551899348494873, 'bagging_fraction': 0.9082659566686923, 'bagging_freq': 1, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_11,"{'lambda_l1': 0.000198612010472395, 'lambda_l2': 0.13762217139737803, 'num_leaves': 167, 'feature_fraction': 0.5662257913466944, 'bagging_fraction': 0.9001480147750331, 'bagging_freq': 2, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_5000_set_11,"{'lambda_l1': 0.0006695150715039909, 'lambda_l2': 7.505807900855004e-06, 'num_leaves': 510, 'feature_fraction': 0.519340633141582, 'bagging_fraction': 0.9929283640964169, 'bagging_freq': 0, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_11,"{'lambda_l1': 8.48184512781966, 'lambda_l2': 5.976107945041826e-08, 'num_leaves': 411, 'feature_fraction': 0.7854720267888918, 'bagging_fraction': 0.9917172051008858, 'bagging_freq': 1, 'min_child_samples': 15, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",90
BalancedSampling_sampled_data_5000_set_12,"{'lambda_l1': 0.0032900460757782084, 'lambda_l2': 0.0639663638765963, 'num_leaves': 337, 'feature_fraction': 0.47953802310260657, 'bagging_fraction': 0.9426463777537165, 'bagging_freq': 3, 'min_child_samples': 13, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_12,"{'lambda_l1': 0.47834604391949326, 'lambda_l2': 4.496229055377692e-06, 'num_leaves': 285, 'feature_fraction': 0.8041673060766263, 'bagging_fraction': 0.8743942082070246, 'bagging_freq': 4, 'min_child_samples': 12, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",77
FCMtp2sampled_data_5000_set_12,"{'lambda_l1': 5.6763414896413204e-05, 'lambda_l2': 0.0013137647151685915, 'num_leaves': 365, 'feature_fraction': 0.9332484984907375, 'bagging_fraction': 0.8734438662456397, 'bagging_freq': 2, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_12,"{'lambda_l1': 0.00011434738660144791, 'lambda_l2': 0.0001269400833415499, 'num_leaves': 83, 'feature_fraction': 0.7822535500152231, 'bagging_fraction': 0.9658763628272647, 'bagging_freq': 1, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99
BalancedSampling_sampled_data_5000_set_13,"{'lambda_l1': 0.001669414287642683, 'lambda_l2': 1.623434337946256, 'num_leaves': 281, 'feature_fraction': 0.5594857878106043, 'bagging_fraction': 0.6968721876374327, 'bagging_freq': 0, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_13,"{'lambda_l1': 8.493128246284721e-06, 'lambda_l2': 1.4027184410272429, 'num_leaves': 210, 'feature_fraction': 0.6069869532804382, 'bagging_fraction': 0.7913276691120897, 'bagging_freq': 15, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_5000_set_13,"{'lambda_l1': 4.0145429496874417e-07, 'lambda_l2': 4.226633204450184, 'num_leaves': 409, 'feature_fraction': 0.8304426793955677, 'bagging_fraction': 0.8521412629802965, 'bagging_freq': 2, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_13,"{'lambda_l1': 6.878079021685447e-07, 'lambda_l2': 0.0002488031735660592, 'num_leaves': 397, 'feature_fraction': 0.6666305569653349, 'bagging_fraction': 0.8866115453691166, 'bagging_freq': 2, 'min_child_samples': 12, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",63
BalancedSampling_sampled_data_5000_set_14,"{'lambda_l1': 0.017256840214216276, 'lambda_l2': 0.19019598951078118, 'num_leaves': 202, 'feature_fraction': 0.5832674734832848, 'bagging_fraction': 0.6414285440053525, 'bagging_freq': 2, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_14,"{'lambda_l1': 0.00045208611813589986, 'lambda_l2': 9.083452204991985e-05, 'num_leaves': 298, 'feature_fraction': 0.6482502105132371, 'bagging_fraction': 0.9219306463198829, 'bagging_freq': 7, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",97
FCMtp2sampled_data_5000_set_14,"{'lambda_l1': 1.5218137254162392e-05, 'lambda_l2': 0.0001743662596282101, 'num_leaves': 426, 'feature_fraction': 0.5696876957861531, 'bagging_fraction': 0.9424729790235642, 'bagging_freq': 3, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_14,"{'lambda_l1': 7.273489181795528, 'lambda_l2': 0.0002821379702142932, 'num_leaves': 318, 'feature_fraction': 0.7842775127043641, 'bagging_fraction': 0.8618436969682257, 'bagging_freq': 4, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",93
BalancedSampling_sampled_data_5000_set_15,"{'lambda_l1': 2.703601109634874e-07, 'lambda_l2': 0.011154983254923229, 'num_leaves': 267, 'feature_fraction': 0.5820692672391203, 'bagging_fraction': 0.9432621469255372, 'bagging_freq': 9, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",85
clhs_sampled_data_5000_set_15,"{'lambda_l1': 2.5065753180800267e-06, 'lambda_l2': 5.310692858469392e-08, 'num_leaves': 175, 'feature_fraction': 0.8595728651413346, 'bagging_fraction': 0.9587142194905884, 'bagging_freq': 3, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",59
FCMtp2sampled_data_5000_set_15,"{'lambda_l1': 1.4374483363152825e-07, 'lambda_l2': 6.4853846733604845, 'num_leaves': 405, 'feature_fraction': 0.5249351604080756, 'bagging_fraction': 0.7813161874109465, 'bagging_freq': 4, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_15,"{'lambda_l1': 7.781946277967894e-08, 'lambda_l2': 0.18419818041010833, 'num_leaves': 148, 'feature_fraction': 0.9268412128550487, 'bagging_fraction': 0.9485561247911759, 'bagging_freq': 3, 'min_child_samples': 23, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",47
BalancedSampling_sampled_data_5000_set_16,"{'lambda_l1': 2.0768178344698298e-05, 'lambda_l2': 6.614295071117954e-07, 'num_leaves': 409, 'feature_fraction': 0.6751125990537585, 'bagging_fraction': 0.9535351089729396, 'bagging_freq': 6, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",61
clhs_sampled_data_5000_set_16,"{'lambda_l1': 1.0418385824908319e-08, 'lambda_l2': 1.7681226054254136, 'num_leaves': 365, 'feature_fraction': 0.9022591238231503, 'bagging_fraction': 0.8606874636513515, 'bagging_freq': 2, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",64
FCMtp2sampled_data_5000_set_16,"{'lambda_l1': 4.882805451937261e-05, 'lambda_l2': 0.32713426929312256, 'num_leaves': 471, 'feature_fraction': 0.7891747403580709, 'bagging_fraction': 0.8549405409659205, 'bagging_freq': 5, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_16,"{'lambda_l1': 4.094600891885587, 'lambda_l2': 2.8121548097449728e-08, 'num_leaves': 268, 'feature_fraction': 0.7236977854782363, 'bagging_fraction': 0.7740022642551837, 'bagging_freq': 9, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_5000_set_17,"{'lambda_l1': 0.05050208779526241, 'lambda_l2': 4.381551780136114e-05, 'num_leaves': 228, 'feature_fraction': 0.6575001757837222, 'bagging_fraction': 0.8794669971137414, 'bagging_freq': 1, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_17,"{'lambda_l1': 2.9502789413437345e-06, 'lambda_l2': 2.799361523859505, 'num_leaves': 308, 'feature_fraction': 0.9124168424128142, 'bagging_fraction': 0.9439425893438037, 'bagging_freq': 1, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",70
FCMtp2sampled_data_5000_set_17,"{'lambda_l1': 0.001213855022971464, 'lambda_l2': 0.2861825320128981, 'num_leaves': 489, 'feature_fraction': 0.6551648932120548, 'bagging_fraction': 0.8210466567246482, 'bagging_freq': 11, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_17,"{'lambda_l1': 2.0180814837320056, 'lambda_l2': 0.025213664201766017, 'num_leaves': 382, 'feature_fraction': 0.797836400695869, 'bagging_fraction': 0.7935240020985617, 'bagging_freq': 2, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",50
BalancedSampling_sampled_data_5000_set_18,"{'lambda_l1': 4.125158172154373e-06, 'lambda_l2': 2.180426444027323e-07, 'num_leaves': 107, 'feature_fraction': 0.8658772048720234, 'bagging_fraction': 0.9950595854783094, 'bagging_freq': 7, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_18,"{'lambda_l1': 3.130186361718179, 'lambda_l2': 0.0010125545952202792, 'num_leaves': 173, 'feature_fraction': 0.7851204148083357, 'bagging_fraction': 0.8373449602221317, 'bagging_freq': 0, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99
FCMtp2sampled_data_5000_set_18,"{'lambda_l1': 0.002496306437533985, 'lambda_l2': 0.0009753165779831279, 'num_leaves': 287, 'feature_fraction': 0.47573659528296613, 'bagging_fraction': 0.9945684670265444, 'bagging_freq': 6, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_18,"{'lambda_l1': 0.26268306218082277, 'lambda_l2': 1.5213945116030543e-06, 'num_leaves': 128, 'feature_fraction': 0.8477196310535179, 'bagging_fraction': 0.7968794331754466, 'bagging_freq': 2, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",77
BalancedSampling_sampled_data_5000_set_19,"{'lambda_l1': 0.04585830779804438, 'lambda_l2': 7.48376074429699e-06, 'num_leaves': 125, 'feature_fraction': 0.6683241819278406, 'bagging_fraction': 0.7567918665123653, 'bagging_freq': 10, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99
clhs_sampled_data_5000_set_19,"{'lambda_l1': 0.00024261845042317703, 'lambda_l2': 2.194262566555637, 'num_leaves': 147, 'feature_fraction': 0.6017799086524298, 'bagging_fraction': 0.9464772615352413, 'bagging_freq': 7, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
