dataset,best_params,r2,rmsle
clhs_sampled_data_5000_set_16,"{'n_estimators': 856, 'max_depth': 19, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'log2'}",0.7809847164231429,0.5437433658048588
FCMtp2sampled_data_5000_set_16,"{'n_estimators': 811, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.64756321704263,0.6529341419584024
FSCS_sampled_data_5000_set_16,"{'n_estimators': 399, 'max_depth': 19, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.8238626577838492,0.5093174790310184
BalancedSampling_sampled_data_5000_set_17,"{'n_estimators': 672, 'max_depth': 23, 'min_samples_split': 13, 'min_samples_leaf': 9, 'max_features': 'log2'}",0.7486159230074163,0.5547990329861416
clhs_sampled_data_5000_set_17,"{'n_estimators': 423, 'max_depth': 13, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.7886184711369331,0.5373862655288659
FCMtp2sampled_data_5000_set_17,"{'n_estimators': 54, 'max_depth': 11, 'min_samples_split': 16, 'min_samples_leaf': 11, 'max_features': 'sqrt'}",0.658732731141521,0.6366260044417007
FSCS_sampled_data_5000_set_17,"{'n_estimators': 711, 'max_depth': 32, 'min_samples_split': 15, 'min_samples_leaf': 10, 'max_features': 'sqrt'}",0.7700213166858308,0.5262857037485699
BalancedSampling_sampled_data_5000_set_18,"{'n_estimators': 976, 'max_depth': 14, 'min_samples_split': 12, 'min_samples_leaf': 6, 'max_features': 'log2'}",0.757417091228548,0.5625680597242417
clhs_sampled_data_5000_set_18,"{'n_estimators': 987, 'max_depth': 11, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.7600199557432702,0.5658321031874558
FCMtp2sampled_data_5000_set_18,"{'n_estimators': 516, 'max_depth': 24, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.6526948806365371,0.645456294965003
FSCS_sampled_data_5000_set_18,"{'n_estimators': 165, 'max_depth': 16, 'min_samples_split': 13, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",0.7962822797895229,0.5186686583834635
BalancedSampling_sampled_data_5000_set_19,"{'n_estimators': 104, 'max_depth': 27, 'min_samples_split': 11, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",0.7558061022185241,0.5604956908894184
clhs_sampled_data_5000_set_19,"{'n_estimators': 128, 'max_depth': 14, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.7704830069826484,0.5648347655680611
FCMtp2sampled_data_5000_set_19,"{'n_estimators': 311, 'max_depth': 28, 'min_samples_split': 7, 'min_samples_leaf': 13, 'max_features': 'sqrt'}",0.6556312672138664,0.6441613289636713
FSCS_sampled_data_5000_set_19,"{'n_estimators': 103, 'max_depth': 28, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_features': 'log2'}",0.7955771818249421,0.5334991892163612
BalancedSampling_sampled_data_5000_set_20,"{'n_estimators': 80, 'max_depth': 10, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.7548320761222493,0.5451378790059541
clhs_sampled_data_5000_set_20,"{'n_estimators': 136, 'max_depth': 31, 'min_samples_split': 4, 'min_samples_leaf': 13, 'max_features': 'sqrt'}",0.7459900483797961,0.5746863428294239
FCMtp2sampled_data_5000_set_20,"{'n_estimators': 941, 'max_depth': 14, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.6508170334461444,0.639314853593194
FSCS_sampled_data_5000_set_20,"{'n_estimators': 179, 'max_depth': 12, 'min_samples_split': 14, 'min_samples_leaf': 5, 'max_features': 'log2'}",0.7927066048278665,0.5100045668010738
BalancedSampling_sampled_data_10000_set_1,"{'n_estimators': 715, 'max_depth': 14, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.8287813243962526,0.5297024905533569
clhs_sampled_data_10000_set_1,"{'n_estimators': 755, 'max_depth': 15, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.8439587074714655,0.4947618028987297
FCMtp2sampled_data_10000_set_1,"{'n_estimators': 224, 'max_depth': 29, 'min_samples_split': 14, 'min_samples_leaf': 5, 'max_features': 'log2'}",0.7069524704390489,0.6284496590836754
FSCS_sampled_data_10000_set_1,"{'n_estimators': 416, 'max_depth': 19, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'log2'}",0.8275684523911303,0.5078940855652404
BalancedSampling_sampled_data_10000_set_2,"{'n_estimators': 842, 'max_depth': 13, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'log2'}",0.8147774827542866,0.5179937409802821
clhs_sampled_data_10000_set_2,"{'n_estimators': 929, 'max_depth': 19, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2'}",0.8290290184628603,0.48987945135872357
FCMtp2sampled_data_10000_set_2,"{'n_estimators': 771, 'max_depth': 17, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'log2'}",0.7105164491861788,0.6120119881572045
FSCS_sampled_data_10000_set_2,"{'n_estimators': 287, 'max_depth': 18, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.860137555033352,0.4703269303989083
BalancedSampling_sampled_data_10000_set_3,"{'n_estimators': 793, 'max_depth': 26, 'min_samples_split': 6, 'min_samples_leaf': 15, 'max_features': 'sqrt'}",0.7670530939248726,0.581766096526001
clhs_sampled_data_10000_set_3,"{'n_estimators': 562, 'max_depth': 28, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.8350631661605934,0.499495760629487
FCMtp2sampled_data_10000_set_3,"{'n_estimators': 399, 'max_depth': 32, 'min_samples_split': 16, 'min_samples_leaf': 3, 'max_features': 'log2'}",0.7057690256301759,0.6255530886318108
FSCS_sampled_data_10000_set_3,"{'n_estimators': 261, 'max_depth': 23, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",0.8485888001623176,0.4895621522100753
BalancedSampling_sampled_data_10000_set_4,"{'n_estimators': 522, 'max_depth': 6, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",0.7051005579415892,0.6191735588516482
clhs_sampled_data_10000_set_4,"{'n_estimators': 155, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.8223064815050436,0.5411963832307238
FCMtp2sampled_data_10000_set_4,"{'n_estimators': 351, 'max_depth': 19, 'min_samples_split': 16, 'min_samples_leaf': 5, 'max_features': 'log2'}",0.7046365802044494,0.628870315399066
FSCS_sampled_data_10000_set_4,"{'n_estimators': 318, 'max_depth': 11, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.8349221824266314,0.4996669313713533
BalancedSampling_sampled_data_10000_set_5,"{'n_estimators': 673, 'max_depth': 31, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 'log2'}",0.8012281094389677,0.5272526211148177
clhs_sampled_data_10000_set_5,"{'n_estimators': 561, 'max_depth': 18, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.8353864945521792,0.4800384263146536
FCMtp2sampled_data_10000_set_5,"{'n_estimators': 94, 'max_depth': 15, 'min_samples_split': 11, 'min_samples_leaf': 7, 'max_features': 'sqrt'}",0.7085731585645181,0.6764280575941424
FSCS_sampled_data_10000_set_5,"{'n_estimators': 34, 'max_depth': 12, 'min_samples_split': 12, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.833150333019756,0.4882742034395636
BalancedSampling_sampled_data_10000_set_6,"{'n_estimators': 303, 'max_depth': 28, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.8531411608177014,0.4678601427345502
clhs_sampled_data_10000_set_6,"{'n_estimators': 188, 'max_depth': 21, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.8362407850847107,0.4794968866907047
FCMtp2sampled_data_10000_set_6,"{'n_estimators': 550, 'max_depth': 26, 'min_samples_split': 5, 'min_samples_leaf': 12, 'max_features': 'log2'}",0.7027192180554951,0.6695343385404597
FSCS_sampled_data_10000_set_6,"{'n_estimators': 184, 'max_depth': 21, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'log2'}",0.8795212894851767,0.42830097170092885
BalancedSampling_sampled_data_10000_set_7,"{'n_estimators': 362, 'max_depth': 22, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.8156004980495789,0.504793115609238
clhs_sampled_data_10000_set_7,"{'n_estimators': 67, 'max_depth': 15, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.8380864304085576,0.4951411990125636
FCMtp2sampled_data_10000_set_7,"{'n_estimators': 368, 'max_depth': 18, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.7118880942121477,0.6127221369798901
FSCS_sampled_data_10000_set_7,"{'n_estimators': 775, 'max_depth': 16, 'min_samples_split': 16, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.8531331011769888,0.47419551234665336
BalancedSampling_sampled_data_10000_set_8,"{'n_estimators': 158, 'max_depth': 17, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.8213537161022126,0.4969309427461487
clhs_sampled_data_10000_set_8,"{'n_estimators': 226, 'max_depth': 26, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.8311710620412079,0.5306343919906136
FCMtp2sampled_data_10000_set_8,"{'n_estimators': 708, 'max_depth': 18, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 'log2'}",0.7042135742952365,0.6577876761572315
FSCS_sampled_data_10000_set_8,"{'n_estimators': 132, 'max_depth': 17, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'sqrt'}",0.8285434602972631,0.4718955749895258
BalancedSampling_sampled_data_10000_set_9,"{'n_estimators': 414, 'max_depth': 31, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.8163612463701828,0.5457662357377309
clhs_sampled_data_10000_set_9,"{'n_estimators': 788, 'max_depth': 25, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.8204124307000746,0.4849600503978537
FCMtp2sampled_data_10000_set_9,"{'n_estimators': 384, 'max_depth': 12, 'min_samples_split': 14, 'min_samples_leaf': 11, 'max_features': 'sqrt'}",0.7023052966628343,0.6477699771645874
FSCS_sampled_data_10000_set_9,"{'n_estimators': 645, 'max_depth': 22, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.8631408547273536,0.4584992791340981
BalancedSampling_sampled_data_10000_set_10,"{'n_estimators': 192, 'max_depth': 18, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.8279721521953286,0.49521284860480025
clhs_sampled_data_10000_set_10,"{'n_estimators': 94, 'max_depth': 15, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'log2'}",0.8278393045247296,0.5187874911595958
FCMtp2sampled_data_10000_set_10,"{'n_estimators': 86, 'max_depth': 19, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",0.7046206626695466,0.6518279560441345
FSCS_sampled_data_10000_set_10,"{'n_estimators': 514, 'max_depth': 17, 'min_samples_split': 16, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.8560297709322757,0.49514943243103615
BalancedSampling_sampled_data_10000_set_11,"{'n_estimators': 340, 'max_depth': 20, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.8349771328634481,0.46755002917583527
clhs_sampled_data_10000_set_11,"{'n_estimators': 687, 'max_depth': 31, 'min_samples_split': 15, 'min_samples_leaf': 9, 'max_features': 'sqrt'}",0.7849600664050611,0.5357532809884866
FCMtp2sampled_data_10000_set_11,"{'n_estimators': 215, 'max_depth': 15, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_features': 'sqrt'}",0.7032304889740275,0.6438932640803745
FSCS_sampled_data_10000_set_11,"{'n_estimators': 188, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",0.8096002114157459,0.5068148319780611
BalancedSampling_sampled_data_10000_set_12,"{'n_estimators': 626, 'max_depth': 18, 'min_samples_split': 16, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.8017365801810895,0.5164004493346702
clhs_sampled_data_10000_set_12,"{'n_estimators': 692, 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.818485726889743,0.5303876688122579
FCMtp2sampled_data_10000_set_12,"{'n_estimators': 98, 'max_depth': 26, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.7074993498673985,0.6406609409923095
FSCS_sampled_data_10000_set_12,"{'n_estimators': 935, 'max_depth': 25, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.9092447156444203,0.3907884654160542
BalancedSampling_sampled_data_10000_set_13,"{'n_estimators': 827, 'max_depth': 32, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 'sqrt'}",0.7926819860593675,0.5418891134831078
clhs_sampled_data_10000_set_13,"{'n_estimators': 318, 'max_depth': 29, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.8173589941798026,0.5160350300362324
FCMtp2sampled_data_10000_set_13,"{'n_estimators': 67, 'max_depth': 23, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.7045182346736948,0.6395408593786935
FSCS_sampled_data_10000_set_13,"{'n_estimators': 349, 'max_depth': 31, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.8612172738099093,0.464936649168223
BalancedSampling_sampled_data_10000_set_14,"{'n_estimators': 34, 'max_depth': 20, 'min_samples_split': 14, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.8113170493899284,0.501678144277138
clhs_sampled_data_10000_set_14,"{'n_estimators': 326, 'max_depth': 18, 'min_samples_split': 13, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.8094242324884553,0.579552070549933
FCMtp2sampled_data_10000_set_14,"{'n_estimators': 533, 'max_depth': 16, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.7061169210935787,0.6031603073126104
FSCS_sampled_data_10000_set_14,"{'n_estimators': 258, 'max_depth': 26, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'log2'}",0.8773802417089152,0.4322090670935921
BalancedSampling_sampled_data_10000_set_15,"{'n_estimators': 255, 'max_depth': 21, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.8152834213015849,0.5071618559781732
clhs_sampled_data_10000_set_15,"{'n_estimators': 137, 'max_depth': 26, 'min_samples_split': 14, 'min_samples_leaf': 6, 'max_features': 'log2'}",0.8007363958600442,0.5339845376978989
FCMtp2sampled_data_10000_set_15,"{'n_estimators': 59, 'max_depth': 28, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.6970357932830723,0.6059393033264645
FSCS_sampled_data_10000_set_15,"{'n_estimators': 347, 'max_depth': 18, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.91805587326379,0.37133068530683894
BalancedSampling_sampled_data_10000_set_16,"{'n_estimators': 538, 'max_depth': 31, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.8470722859884421,0.4549591088045647
clhs_sampled_data_10000_set_16,"{'n_estimators': 603, 'max_depth': 21, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",0.7888010136716899,0.5469987508449484
FCMtp2sampled_data_10000_set_16,"{'n_estimators': 463, 'max_depth': 29, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.6903599041377182,0.6259754517634123
FSCS_sampled_data_10000_set_16,"{'n_estimators': 950, 'max_depth': 13, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.8479893880961231,0.4894553031448034
BalancedSampling_sampled_data_10000_set_17,"{'n_estimators': 532, 'max_depth': 23, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.8242606479431935,0.49835562433994335
clhs_sampled_data_10000_set_17,"{'n_estimators': 887, 'max_depth': 24, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.8542868410663218,0.44784106119233785
FCMtp2sampled_data_10000_set_17,"{'n_estimators': 602, 'max_depth': 10, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'log2'}",0.7021215922624697,0.6684052345533764
FSCS_sampled_data_10000_set_17,"{'n_estimators': 464, 'max_depth': 28, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.8655173082126133,0.4473166166501667
BalancedSampling_sampled_data_10000_set_18,"{'n_estimators': 828, 'max_depth': 25, 'min_samples_split': 16, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",0.8015169122969885,0.5463036538958954
clhs_sampled_data_10000_set_18,"{'n_estimators': 520, 'max_depth': 23, 'min_samples_split': 11, 'min_samples_leaf': 9, 'max_features': 'log2'}",0.7918984301777856,0.5480962527677705
FCMtp2sampled_data_10000_set_18,"{'n_estimators': 789, 'max_depth': 13, 'min_samples_split': 14, 'min_samples_leaf': 5, 'max_features': 'log2'}",0.7057467237107635,0.6411265821675628
FSCS_sampled_data_10000_set_18,"{'n_estimators': 673, 'max_depth': 25, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.914659329054593,0.3672173481547108
BalancedSampling_sampled_data_10000_set_19,"{'n_estimators': 705, 'max_depth': 26, 'min_samples_split': 15, 'min_samples_leaf': 14, 'max_features': 'sqrt'}",0.7558413351019824,0.6275806508392252
clhs_sampled_data_10000_set_19,"{'n_estimators': 45, 'max_depth': 26, 'min_samples_split': 14, 'min_samples_leaf': 10, 'max_features': 'log2'}",0.7755546073994999,0.5542861068270858
FCMtp2sampled_data_10000_set_19,"{'n_estimators': 351, 'max_depth': 19, 'min_samples_split': 11, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",0.708472759773104,0.6659508366832958
FSCS_sampled_data_10000_set_19,"{'n_estimators': 675, 'max_depth': 30, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_features': 'log2'}",0.8360253870175973,0.4882137211112326
BalancedSampling_sampled_data_10000_set_20,"{'n_estimators': 938, 'max_depth': 11, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.7958224743907636,0.5263235210358441
clhs_sampled_data_10000_set_20,"{'n_estimators': 721, 'max_depth': 24, 'min_samples_split': 12, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",0.8130176116460415,0.5249679222535346
FCMtp2sampled_data_10000_set_20,"{'n_estimators': 211, 'max_depth': 13, 'min_samples_split': 4, 'min_samples_leaf': 11, 'max_features': 'log2'}",0.7038885141606159,0.6333990974967831
FSCS_sampled_data_10000_set_20,"{'n_estimators': 807, 'max_depth': 23, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.8850211187652164,0.4309512885072832
SRS_sampled_df_1000_set_1,"{'n_estimators': 649, 'max_depth': 10, 'min_samples_split': 13, 'min_samples_leaf': 3, 'max_features': 'log2'}",0.6954364199640733,0.6245022588432039
SRS_sampled_df_1000_set_2,"{'n_estimators': 639, 'max_depth': 9, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.7014138543732347,0.5827932415003849
SRS_sampled_df_1000_set_3,"{'n_estimators': 864, 'max_depth': 7, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.698710064962699,0.6121913345683071
SRS_sampled_df_1000_set_4,"{'n_estimators': 818, 'max_depth': 13, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.7000805519339426,0.6208102584805686
SRS_sampled_df_1000_set_5,"{'n_estimators': 525, 'max_depth': 8, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",0.6856968691296572,0.5732442867122636
SRS_sampled_df_1000_set_6,"{'n_estimators': 357, 'max_depth': 17, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.7059627986981616,0.607795199650249
SRS_sampled_df_1000_set_7,"{'n_estimators': 966, 'max_depth': 16, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.7051715386063431,0.616566084807944
SRS_sampled_df_1000_set_8,"{'n_estimators': 745, 'max_depth': 24, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.7117951345214968,0.5706263377415184
SRS_sampled_df_1000_set_9,"{'n_estimators': 261, 'max_depth': 23, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.7028738534547871,0.5853446853445778
SRS_sampled_df_1000_set_10,"{'n_estimators': 736, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.7052122367483,0.5649007814523027
SRS_sampled_df_1000_set_11,"{'n_estimators': 749, 'max_depth': 22, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.6976897716227435,0.6181010265178956
SRS_sampled_df_1000_set_12,"{'n_estimators': 620, 'max_depth': 7, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",0.6913674283847686,0.6272850223329356
SRS_sampled_df_1000_set_13,"{'n_estimators': 349, 'max_depth': 9, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.6937339665126234,0.5865197501457677
SRS_sampled_df_1000_set_14,"{'n_estimators': 305, 'max_depth': 23, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.706816878160319,0.5724624365798948
SRS_sampled_df_1000_set_15,"{'n_estimators': 155, 'max_depth': 8, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",0.6963823086776812,0.5887470647782461
SRS_sampled_df_1000_set_16,"{'n_estimators': 508, 'max_depth': 14, 'min_samples_split': 4, 'min_samples_leaf': 11, 'max_features': 'sqrt'}",0.6808197279328256,0.6049568211808968
SRS_sampled_df_1000_set_17,"{'n_estimators': 282, 'max_depth': 19, 'min_samples_split': 12, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.7036145654619219,0.5944509939294242
SRS_sampled_df_1000_set_18,"{'n_estimators': 931, 'max_depth': 8, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 'log2'}",0.691167469889769,0.6066117514201267
SRS_sampled_df_1000_set_19,"{'n_estimators': 830, 'max_depth': 18, 'min_samples_split': 12, 'min_samples_leaf': 4, 'max_features': 'log2'}",0.7030729144784318,0.575003516282858
SRS_sampled_df_1000_set_20,"{'n_estimators': 328, 'max_depth': 7, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",0.6960106149762654,0.6169883697328297
SRS_sampled_df_5000_set_1,"{'n_estimators': 93, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",0.7526113623185624,0.5761117018293503
SRS_sampled_df_5000_set_2,"{'n_estimators': 809, 'max_depth': 24, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2'}",0.7656014523287653,0.5388805440825705
SRS_sampled_df_5000_set_3,"{'n_estimators': 213, 'max_depth': 18, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",0.7600992765055752,0.550269159089916
SRS_sampled_df_5000_set_4,"{'n_estimators': 323, 'max_depth': 10, 'min_samples_split': 16, 'min_samples_leaf': 14, 'max_features': 'sqrt'}",0.734266305980976,0.6051815303743658
SRS_sampled_df_5000_set_5,"{'n_estimators': 34, 'max_depth': 20, 'min_samples_split': 14, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.7556504046708801,0.5396651169904204
SRS_sampled_df_5000_set_6,"{'n_estimators': 817, 'max_depth': 24, 'min_samples_split': 14, 'min_samples_leaf': 8, 'max_features': 'log2'}",0.7489285816514324,0.5700775698824572
SRS_sampled_df_5000_set_7,"{'n_estimators': 608, 'max_depth': 12, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'log2'}",0.7611049005723606,0.5695724254194895
SRS_sampled_df_5000_set_8,"{'n_estimators': 395, 'max_depth': 21, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.7764612730594027,0.556316628447882
SRS_sampled_df_5000_set_9,"{'n_estimators': 581, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.7678284996705171,0.5614978651379551
SRS_sampled_df_5000_set_10,"{'n_estimators': 89, 'max_depth': 13, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.77396417410064,0.5595403936909817
SRS_sampled_df_5000_set_11,"{'n_estimators': 148, 'max_depth': 21, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.7736435432239563,0.5770664818672789
SRS_sampled_df_5000_set_12,"{'n_estimators': 732, 'max_depth': 20, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.751992373089125,0.5927283563724276
SRS_sampled_df_5000_set_13,"{'n_estimators': 892, 'max_depth': 15, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.7659827509997448,0.5197375426481832
SRS_sampled_df_5000_set_14,"{'n_estimators': 930, 'max_depth': 19, 'min_samples_split': 14, 'min_samples_leaf': 4, 'max_features': 'log2'}",0.7613711718518339,0.5617566191878204
SRS_sampled_df_5000_set_15,"{'n_estimators': 219, 'max_depth': 17, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.7743969014799663,0.5243841419925127
SRS_sampled_df_5000_set_16,"{'n_estimators': 797, 'max_depth': 15, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'sqrt'}",0.7404358966794535,0.5640293144766978
SRS_sampled_df_5000_set_17,"{'n_estimators': 757, 'max_depth': 24, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'log2'}",0.7679439642159903,0.5484959540169444
SRS_sampled_df_5000_set_18,"{'n_estimators': 256, 'max_depth': 14, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 'log2'}",0.7555966260551816,0.5405282183037434
SRS_sampled_df_5000_set_19,"{'n_estimators': 325, 'max_depth': 12, 'min_samples_split': 11, 'min_samples_leaf': 5, 'max_features': 'log2'}",0.7583770923035671,0.5719131987620455
SRS_sampled_df_5000_set_20,"{'n_estimators': 864, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'log2'}",0.7405698034125231,0.5899706830417466
SRS_sampled_df_10000_set_1,"{'n_estimators': 635, 'max_depth': 19, 'min_samples_split': 14, 'min_samples_leaf': 3, 'max_features': 'sqrt'}",0.7988171017456562,0.5130975831647033
SRS_sampled_df_10000_set_2,"{'n_estimators': 362, 'max_depth': 12, 'min_samples_split': 8, 'min_samples_leaf': 9, 'max_features': 'log2'}",0.7693026998947177,0.555168330547364
SRS_sampled_df_10000_set_3,"{'n_estimators': 663, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 13, 'max_features': 'sqrt'}",0.7581102633050707,0.568301469989777
