dataset,best_params,test_accuracy,test_f1,roc_auc
kmeans_sampled_data_1000_set_4,"{'lambda_l1': 1.8794902440114374, 'lambda_l2': 1.1565778694433949e-07, 'num_leaves': 416, 'feature_fraction': 0.5789515681045131, 'bagging_fraction': 0.9409832365912577, 'bagging_freq': 5, 'min_child_samples': 11, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.5562147486585065,0.49779796529441034,0.6634861110343085
BalancedSampling_sampled_data_1000_set_5,"{'lambda_l1': 4.793559848978784, 'lambda_l2': 0.005226125607937232, 'num_leaves': 172, 'feature_fraction': 0.5014571627663432, 'bagging_fraction': 0.6106952017237414, 'bagging_freq': 1, 'min_child_samples': 61, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6442857926394501,0.6161730551929856,0.7812418796531373
clhs_sampled_data_1000_set_5,"{'lambda_l1': 5.22103418437542, 'lambda_l2': 3.373577191684682e-08, 'num_leaves': 185, 'feature_fraction': 0.6103656401563164, 'bagging_fraction': 0.7675832359987486, 'bagging_freq': 11, 'min_child_samples': 33, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.656202864899948,0.6343824745345993,0.7917801467163138
FCMtp1sampled_data_1000_set_5,"{'lambda_l1': 1.7482634372883783, 'lambda_l2': 2.6687028887491016e-05, 'num_leaves': 483, 'feature_fraction': 0.6772788175658129, 'bagging_fraction': 0.9633170758816935, 'bagging_freq': 6, 'min_child_samples': 5, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.4651485926887461,0.29606936304640197,0.5078627793182621
FCMtp2sampled_data_1000_set_5,"{'lambda_l1': 3.7926073038290813, 'lambda_l2': 1.6138378370703625, 'num_leaves': 244, 'feature_fraction': 0.7786006889922377, 'bagging_fraction': 0.9557067106193309, 'bagging_freq': 2, 'min_child_samples': 1, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.4823160531295421,0.3443496488070993,0.6035785970865933
FSCS_sampled_data_1000_set_5,"{'lambda_l1': 4.556501195518142e-06, 'lambda_l2': 9.134844704650375, 'num_leaves': 347, 'feature_fraction': 0.28290961314202223, 'bagging_fraction': 0.8006400178614478, 'bagging_freq': 1, 'min_child_samples': 72, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6517144607058952,0.6231264591056563,0.7907499327825019
kmeans_sampled_data_1000_set_5,"{'lambda_l1': 1.6553388102805358, 'lambda_l2': 0.0060243199122255705, 'num_leaves': 322, 'feature_fraction': 0.6289213921462758, 'bagging_fraction': 0.9292564644008686, 'bagging_freq': 6, 'min_child_samples': 13, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.5778706132933551,0.5199533768404584,0.6842621045434308
BalancedSampling_sampled_data_1000_set_6,"{'lambda_l1': 1.806865092602692, 'lambda_l2': 1.5160638495873633, 'num_leaves': 209, 'feature_fraction': 0.44724586909685593, 'bagging_fraction': 0.4940596589800993, 'bagging_freq': 6, 'min_child_samples': 87, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6397575713254048,0.6084520874171009,0.7915325001157375
clhs_sampled_data_1000_set_6,"{'lambda_l1': 3.0327437151670107e-07, 'lambda_l2': 6.819265114845356, 'num_leaves': 307, 'feature_fraction': 0.6072422302986217, 'bagging_fraction': 0.3953942448661477, 'bagging_freq': 4, 'min_child_samples': 41, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6543837357052097,0.6248135998256567,0.7891886743408956
FCMtp1sampled_data_1000_set_6,"{'lambda_l1': 2.0230453885192023, 'lambda_l2': 0.00011111277878649826, 'num_leaves': 318, 'feature_fraction': 0.5709798759989163, 'bagging_fraction': 0.8848409034741558, 'bagging_freq': 12, 'min_child_samples': 4, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.48296508917389597,0.3452155748230644,0.6105837473944381
FCMtp2sampled_data_1000_set_6,"{'lambda_l1': 2.7685427899890396, 'lambda_l2': 0.08835798804847779, 'num_leaves': 116, 'feature_fraction': 0.9011616678657907, 'bagging_fraction': 0.9522484490612627, 'bagging_freq': 5, 'min_child_samples': 48, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.5402630881317817,0.4641376394802454,0.6083198808741813
FSCS_sampled_data_1000_set_6,"{'lambda_l1': 3.7296795082358347, 'lambda_l2': 7.61771074142078, 'num_leaves': 411, 'feature_fraction': 0.7162682261550872, 'bagging_fraction': 0.8140476535575702, 'bagging_freq': 2, 'min_child_samples': 46, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.654877368753028,0.624125588147813,0.7985745639403933
kmeans_sampled_data_1000_set_6,"{'lambda_l1': 2.772921512766486e-06, 'lambda_l2': 9.721465894898104, 'num_leaves': 122, 'feature_fraction': 0.5870900137563202, 'bagging_fraction': 0.9032780777841704, 'bagging_freq': 2, 'min_child_samples': 5, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.562659402338358,0.49522668554651483,0.6893316417825067
BalancedSampling_sampled_data_1000_set_7,"{'lambda_l1': 8.454836286772841e-06, 'lambda_l2': 0.7051592456048807, 'num_leaves': 294, 'feature_fraction': 0.5499834309161994, 'bagging_fraction': 0.3726993561748073, 'bagging_freq': 2, 'min_child_samples': 67, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6432404267183458,0.6150384603760296,0.8004423808784733
clhs_sampled_data_1000_set_7,"{'lambda_l1': 4.137464432989688, 'lambda_l2': 3.046410204249286e-08, 'num_leaves': 271, 'feature_fraction': 0.6125653684287261, 'bagging_fraction': 0.9746834258598733, 'bagging_freq': 10, 'min_child_samples': 17, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6625378223469509,0.6407530901576225,0.7993987346281749
FCMtp1sampled_data_1000_set_7,"{'lambda_l1': 0.22978046860939458, 'lambda_l2': 6.971638420181894, 'num_leaves': 76, 'feature_fraction': 0.7195430734932605, 'bagging_fraction': 0.8177236204715012, 'bagging_freq': 0, 'min_child_samples': 3, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.47729745047672156,0.32668477609461877,0.5753180244290149
FCMtp2sampled_data_1000_set_7,"{'lambda_l1': 1.808833511733055e-07, 'lambda_l2': 4.305978468782485, 'num_leaves': 496, 'feature_fraction': 0.9149739917994832, 'bagging_fraction': 0.6929436552829603, 'bagging_freq': 0, 'min_child_samples': 52, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.5622571828179134,0.491027920455888,0.5923973421040064
FSCS_sampled_data_1000_set_7,"{'lambda_l1': 1.4185786709912535e-07, 'lambda_l2': 0.006842896921012999, 'num_leaves': 163, 'feature_fraction': 0.42055142023666203, 'bagging_fraction': 0.33427176485316795, 'bagging_freq': 1, 'min_child_samples': 95, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6382675308292121,0.6083479913893015,0.7815867642717828
kmeans_sampled_data_1000_set_7,"{'lambda_l1': 5.741994584042205e-07, 'lambda_l2': 9.716693493289778, 'num_leaves': 72, 'feature_fraction': 0.8593529162095039, 'bagging_fraction': 0.8354646632927312, 'bagging_freq': 2, 'min_child_samples': 17, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.5720384302469079,0.5110872417210581,0.6513493895000577
BalancedSampling_sampled_data_1000_set_8,"{'lambda_l1': 3.585811138515497, 'lambda_l2': 0.9297436128995874, 'num_leaves': 12, 'feature_fraction': 0.6662939025180531, 'bagging_fraction': 0.6149333706450766, 'bagging_freq': 2, 'min_child_samples': 75, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6506997705520463,0.6217055742166999,0.7876664282713971
clhs_sampled_data_1000_set_8,"{'lambda_l1': 2.660878723525342, 'lambda_l2': 1.1017435770773019e-06, 'num_leaves': 3, 'feature_fraction': 0.7866509839371894, 'bagging_fraction': 0.49926904253851545, 'bagging_freq': 0, 'min_child_samples': 48, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6549322168694524,0.6330271279967654,0.8027703298469551
FCMtp1sampled_data_1000_set_8,"{'lambda_l1': 1.9987030518964017, 'lambda_l2': 0.019966859947133864, 'num_leaves': 450, 'feature_fraction': 0.9905435366161067, 'bagging_fraction': 0.5032527839049202, 'bagging_freq': 0, 'min_child_samples': 43, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.5000685601455304,0.3901263415918784,0.6041891853233062
FCMtp2sampled_data_1000_set_8,"{'lambda_l1': 3.2954709834690337, 'lambda_l2': 0.0002173180777903917, 'num_leaves': 154, 'feature_fraction': 0.8758070372533603, 'bagging_fraction': 0.8660454660850406, 'bagging_freq': 11, 'min_child_samples': 16, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.5579790297368205,0.493992623869451,0.6246700015010892
FSCS_sampled_data_1000_set_8,"{'lambda_l1': 7.927212006975907, 'lambda_l2': 0.0037006470468938743, 'num_leaves': 24, 'feature_fraction': 0.7693001352824846, 'bagging_fraction': 0.9567626197823977, 'bagging_freq': 6, 'min_child_samples': 10, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6565136708930187,0.6261563771619163,0.7934616445632374
kmeans_sampled_data_1000_set_8,"{'lambda_l1': 3.80964723288807e-08, 'lambda_l2': 7.172719712243589, 'num_leaves': 77, 'feature_fraction': 0.9543210531579984, 'bagging_fraction': 0.7565439605750055, 'bagging_freq': 15, 'min_child_samples': 7, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.5850648578976717,0.523536891340675,0.671526814483211
BalancedSampling_sampled_data_1000_set_9,"{'lambda_l1': 1.7164569303487083, 'lambda_l2': 9.118235713214919, 'num_leaves': 197, 'feature_fraction': 0.7745584972588597, 'bagging_fraction': 0.9237843155173115, 'bagging_freq': 7, 'min_child_samples': 45, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6483504428985402,0.6254755089848386,0.789768196076739
clhs_sampled_data_1000_set_9,"{'lambda_l1': 5.580400095640423, 'lambda_l2': 5.500665167328662e-08, 'num_leaves': 493, 'feature_fraction': 0.9831954072341337, 'bagging_fraction': 0.9223735474384446, 'bagging_freq': 12, 'min_child_samples': 58, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.6585704752589289,0.6274810271598247,0.7896290747666194
FCMtp1sampled_data_1000_set_9,"{'lambda_l1': 2.4728464618975914, 'lambda_l2': 6.569393621680639e-06, 'num_leaves': 257, 'feature_fraction': 0.6278860005458042, 'bagging_fraction': 0.5954501519702209, 'bagging_freq': 1, 'min_child_samples': 22, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.5017505690492079,0.4036849922225901,0.6302326344815911
FCMtp2sampled_data_1000_set_9,"{'lambda_l1': 2.1954261282830205, 'lambda_l2': 0.1209504376133168, 'num_leaves': 68, 'feature_fraction': 0.7954723666941907, 'bagging_fraction': 0.9994424713650003, 'bagging_freq': 11, 'min_child_samples': 2, 'objective': 'multiclass', 'metric': 'multi_logloss', 'boosting_type': 'gbdt', 'seed': 42, 'num_class': 7, 'device': 'cpu'}",0.4853144168274021,0.34670329944058464,0.6271838270999173
