raw_n,feat_num,level,comb_idx,elapsed_time,peak_mem_used
30000,1,25000,5,37.1273263,17931.8984375
30000,1,30000,1,47.1894826,20221.46484375
30000,1,30000,2,48.3541434,20219.98828125
30000,1,30000,3,48.6306754,20220.01953125
30000,1,30000,4,48.2847647,20219.98828125
30000,1,30000,5,48.9349829,20219.98828125
30000,2,5000,1,4.0884124,8775.89453125
30000,2,5000,2,3.8913521,8775.89453125
30000,2,5000,3,4.5498757,8775.9140625
30000,2,5000,4,3.6674193,8775.9453125
30000,2,5000,5,4.6383806,8775.9140625
30000,2,10000,1,8.432225,11064.76171875
30000,2,10000,2,7.7071647,11064.76171875
30000,2,10000,3,7.6612389,11064.76171875
30000,2,10000,4,9.7829781,11064.76171875
30000,2,10000,5,7.9161067,11064.76171875
30000,2,15000,1,15.3748465,13353.58203125
30000,2,15000,2,14.2410411,13353.58203125
30000,2,15000,3,11.2764807,13353.58203125
30000,2,15000,4,16.9784536,13353.55078125
30000,2,15000,5,11.901637,13353.55078125
30000,2,20000,1,24.2667794,15642.37109375
30000,2,20000,2,23.0869002,15642.40234375
30000,2,20000,3,14.4981253,15642.40234375
30000,2,20000,4,25.7174461,15642.40234375
30000,2,20000,5,14.590372,15642.40234375
30000,2,25000,1,33.6975392,17931.6171875
30000,2,25000,2,32.0914629,17931.6484375
30000,2,25000,3,19.7508811,17931.6484375
30000,2,25000,4,35.3133293,17932.36328125
30000,2,25000,5,19.5642438,17932.36328125
30000,2,30000,1,45.0308578,20221.51171875
30000,2,30000,2,43.3561729,20221.8203125
30000,2,30000,3,28.4527163,20221.8203125
30000,2,30000,4,47.1627405,20222
30000,2,30000,5,28.7651973,20222
30000,3,5000,1,5.3132931,8777.90625
30000,3,5000,2,5.0036292,8777.90625
30000,3,5000,3,5.0121527,8777.90625
30000,3,5000,4,3.9027932,8777.90625
30000,3,5000,5,5.0144907,8777.90625
30000,3,10000,1,8.2629321,11066.7265625
30000,3,10000,2,8.6614701,11066.7265625
30000,3,10000,3,8.0105182,11066.7265625
30000,3,10000,4,7.4767579,11066.7265625
30000,3,10000,5,8.5780505,11066.7265625
30000,3,15000,1,11.6410657,13355.54296875
30000,3,15000,2,12.248385,13355.54296875
30000,3,15000,3,11.2039203,13355.54296875
30000,3,15000,4,14.386513,13355.54296875
30000,3,15000,5,11.5042829,13355.54296875
30000,3,20000,1,15.4099671,15644.36328125
30000,3,20000,2,15.2220599,15644.36328125
30000,3,20000,3,15.1432394,15644.36328125
30000,3,20000,4,23.0188809,15644.3984375
30000,3,20000,5,15.0710904,15644.3984375
30000,3,25000,1,18.2331524,17934.1484375
30000,3,25000,2,18.4506217,17934.1484375
30000,3,25000,3,18.3916458,17934.1796875
30000,3,25000,4,32.6525659,17934.1796875
30000,3,25000,5,18.2392836,17934.1796875
30000,3,30000,1,23.2230547,20223
30000,3,30000,2,23.1629291,20222.96875
30000,3,30000,3,24.5646779,20223
30000,3,30000,4,43.7148064,20223.046875
30000,3,30000,5,23.639108,20223.046875
30000,4,5000,1,5.6256381,8777.94921875
30000,4,5000,2,5.1417228,8777.91796875
30000,4,5000,3,5.2634973,8777.9375
30000,4,5000,4,5.1206101,8777.9375
30000,4,5000,5,4.9895083,8777.92578125
30000,4,10000,1,8.4739859,11066.74609375
30000,4,10000,2,8.2196791,11066.74609375
30000,4,10000,3,8.3072632,11066.77734375
30000,4,10000,4,8.1015194,11066.77734375
30000,4,10000,5,8.29019,11066.77734375
30000,4,15000,1,11.8381585,13355.59765625
30000,4,15000,2,11.6080143,13356.125
30000,4,15000,3,11.5611975,13356.125
30000,4,15000,4,11.4970604,13356.125
30000,4,15000,5,11.5677912,13356.125
30000,4,20000,1,15.1070385,15645.94921875
30000,4,20000,2,15.2089231,15646.2578125
30000,4,20000,3,14.8369881,15646.23046875
30000,4,20000,4,14.9514155,15646.26171875
30000,4,20000,5,14.8673267,15646.26171875
30000,4,25000,1,19.0387953,17935.07421875
30000,4,25000,2,18.3115859,17935.07421875
30000,4,25000,3,18.5841287,17935.07421875
30000,4,25000,4,18.3987455,17935.07421875
30000,4,25000,5,18.6322539,17935.04296875
30000,4,30000,1,24.7168363,20223.86328125
30000,4,30000,2,23.3219903,20223.86328125
30000,4,30000,3,23.3470434,20223.89453125
30000,4,30000,4,23.297831,20228.296875
30000,4,30000,5,23.5535172,20218.77734375
30000,5,5000,1,5.7838621,8767.46484375
30000,5,5000,2,5.3386862,8767.49609375
30000,5,5000,3,5.2418192,8767.49609375
30000,5,5000,4,5.2715169,8767.546875
30000,5,5000,5,5.1526609,8759.66796875
30000,5,10000,1,8.4869001,11048.48828125
30000,5,10000,2,8.2690482,11048.48046875
30000,5,10000,3,8.1878913,11056.390625
30000,5,10000,4,8.575846,11056.390625
30000,5,10000,5,9.1734192,11050.0859375
30000,5,15000,1,12.5515021,13339.91015625
30000,5,15000,2,11.8219886,13339.91015625
30000,5,15000,3,11.4114806,13340.4375
30000,5,15000,4,12.2364563,13340.4375
30000,5,15000,5,12.0354672,13339.00390625
30000,5,20000,1,15.9527786,15627.79296875
30000,5,20000,2,15.9774494,15627.79296875
30000,5,20000,3,15.5467325,15627.79296875
30000,5,20000,4,15.0395358,15627.79296875
30000,5,20000,5,14.9915518,15627.79296875
30000,5,25000,1,19.0053433,17917.60546875
30000,5,25000,2,18.6935334,17917.60546875
30000,5,25000,3,19.2444384,17916.71875
30000,5,25000,4,18.8223279,17916.65234375
30000,5,25000,5,18.8297277,17916.68359375
30000,5,30000,1,23.9058885,20208.25390625
30000,5,30000,2,23.7558592,20208.25390625
30000,5,30000,3,23.0860303,20203.24609375
30000,5,30000,4,23.2894647,20203.24609375
30000,5,30000,5,23.7327932,20203.21484375
30000,6,5000,1,5.4957596,8756.43359375
30000,6,5000,2,5.687055,8756.55859375
30000,6,5000,3,5.4916082,8756.58984375
30000,6,5000,4,5.3929775,8756.58984375
30000,6,5000,5,5.4377044,8756.58984375
30000,6,10000,1,8.2647098,11045.41015625
30000,6,10000,2,8.4436358,11045.41015625
30000,6,10000,3,8.5455527,11045.41015625
30000,6,10000,4,8.4741713,11045.41015625
30000,6,10000,5,8.7155242,11045.41015625
30000,6,15000,1,11.9375325,13335.234375
30000,6,15000,2,11.756007,13335.234375
30000,6,15000,3,11.9646751,13335.234375
30000,6,15000,4,11.7433759,13335.234375
30000,6,15000,5,12.2000848,13335.171875
30000,6,20000,1,15.5686449,15624.05859375
30000,6,20000,2,15.2497531,15624.05859375
30000,6,20000,3,16.0458742,15624.05859375
30000,6,20000,4,14.5985537,15624.05859375
30000,6,20000,5,15.6485303,15624.05859375
30000,6,25000,1,18.475018,17915.015625
30000,6,25000,2,18.8164996,17915.015625
30000,6,25000,3,19.054274,17914.984375
30000,6,25000,4,18.2665673,17914.984375
30000,6,25000,5,18.8110197,17914.984375
30000,6,30000,1,23.8714557,20204.0703125
30000,6,30000,2,23.4084225,20204.0703125
30000,6,30000,3,23.8341477,20204.0703125
30000,6,30000,4,23.9748903,20204.5234375
30000,6,30000,5,23.7819829,20204.5546875
30000,7,5000,1,5.5781701,8757.5703125
30000,7,5000,2,5.5898816,8757.54296875
30000,7,5000,3,5.3346,8757.54296875
30000,7,5000,4,5.4251747,8757.57421875
30000,7,5000,5,5.1649479,8757.57421875
30000,7,10000,1,8.4372579,11047.3984375
30000,7,10000,2,8.7492529,11047.3984375
30000,7,10000,3,8.3914698,11047.9140625
30000,7,10000,4,8.7188081,11047.9453125
30000,7,10000,5,8.7907991,11047.9453125
30000,7,15000,1,11.8212204,13336.765625
30000,7,15000,2,11.5293633,13336.765625
30000,7,15000,3,11.963539,13336.734375
30000,7,15000,4,11.9629249,13336.73046875
30000,7,15000,5,11.9343435,13336.73046875
30000,7,20000,1,15.6534498,15627.62109375
30000,7,20000,2,15.2699103,15627.62109375
30000,7,20000,3,15.8204395,15627.62109375
30000,7,20000,4,14.9710467,15627.62109375
30000,7,20000,5,15.4389602,15627.62109375
30000,7,25000,1,18.7953115,17916.69921875
30000,7,25000,2,18.7341483,17916.63671875
30000,7,25000,3,18.78351,17916.69921875
30000,7,25000,4,20.0320085,17916.73046875
30000,7,25000,5,21.1786549,17916.71875
30000,7,30000,1,26.7003736,20205.80859375
30000,7,30000,2,25.2722392,20205.80859375
30000,7,30000,3,25.4577729,20207.68359375
30000,7,30000,4,24.8612285,20207.60546875
30000,7,30000,5,25.0398354,20207.60546875
30000,8,5000,1,5.3879936,8760.390625
30000,8,5000,2,5.5927081,8760.390625
30000,8,5000,3,5.3683366,8760.390625
30000,8,5000,4,5.5643852,8760.390625
30000,8,5000,5,5.3354697,8759.88671875
30000,8,10000,1,8.8840362,11049.7109375
30000,8,10000,2,9.1616683,11049.8671875
30000,8,10000,3,13.9636569,11054.65625
30000,8,10000,4,18.534052,11054.58984375
30000,8,10000,5,18.0414515,11054.62109375
30000,8,15000,1,13.3096654,13343.44140625
30000,8,15000,2,11.9613366,13343.44140625
30000,8,15000,3,11.9337785,13343.94921875
30000,8,15000,4,12.2272575,13343.44921875
30000,8,15000,5,11.9315278,13343.48046875
30000,8,20000,1,16.0497592,15634.4921875
30000,8,20000,2,15.8196579,15634.4921875
30000,8,20000,3,15.9887961,15634.4921875
30000,8,20000,4,15.7643225,15641.234375
30000,8,20000,5,16.0980973,15633.3828125
30000,8,25000,1,19.6865191,17922.5
30000,8,25000,2,19.4900837,17922.5
30000,8,25000,3,19.5206206,17922.29296875
30000,8,25000,4,19.982462,17922.29296875
30000,8,25000,5,20.0983393,17921.27734375
30000,8,30000,1,24.7244851,20210.37109375
30000,8,30000,2,24.76002,20210.40234375
30000,8,30000,3,17.5189321,6473.65234375
30000,8,30000,4,24.9145115,20230.45703125
30000,8,30000,5,24.8924647,20236.36328125
30000,9,5000,1,5.6350281,8789.14453125
30000,9,5000,2,5.5737168,8789.1953125
30000,9,5000,3,5.6495172,8789.1953125
30000,9,5000,4,5.5337354,8788.19140625
30000,9,5000,5,5.5360869,8786.15625
30000,9,10000,1,8.7737027,11074.48046875
30000,9,10000,2,8.7539039,11070.97265625
30000,9,10000,3,8.9541431,11071.00390625
30000,9,10000,4,8.9171469,11063.125
30000,9,10000,5,13.0188045,11063.125
30000,9,15000,1,12.6953788,13353.90234375
30000,9,15000,2,12.2075798,13353.953125
30000,9,15000,3,12.9294218,13353.953125
30000,9,15000,4,13.1829944,13353.953125
30000,9,15000,5,12.4820582,13353.953125
30000,9,20000,1,16.0562466,15643.1171875
30000,9,20000,2,16.0801373,15643.04296875
30000,9,20000,3,15.7015944,15643.10546875
30000,9,20000,4,16.2096401,15643.10546875
30000,9,20000,5,15.896678,15643.10546875
30000,9,25000,1,20.7746053,17932.26171875
30000,9,25000,2,20.735857,17932.26171875
30000,9,25000,3,21.0900905,17932.28515625
30000,9,25000,4,22.3515475,17932.28515625
30000,9,25000,5,20.4564921,17932.25390625
30000,9,30000,1,26.3186218,20223.6484375
30000,9,30000,2,26.0168799,20223.609375
30000,9,30000,3,25.3279267,20223.578125
30000,9,30000,4,25.6278002,20223.79296875
30000,9,30000,5,26.1771068,20223.79296875
30000,10,5000,1,5.7385378,8774.0859375
30000,10,10000,1,9.5340069,11063.91015625
30000,10,15000,1,12.5735246,13354.875
30000,10,20000,1,16.6457353,15644.078125
30000,10,25000,1,19.995586,17933.2734375
30000,10,30000,1,25.3307359,20224.47265625
40000,1,5000,1,7.3348991,9534.953125
40000,1,5000,2,7.3898718,9534.953125
40000,1,5000,3,7.178008,9534.2421875
40000,1,5000,4,5.1195951,9534.2421875
40000,1,5000,5,7.5436527,9534.3828125
40000,1,10000,1,16.4175028,12586.140625
40000,1,10000,2,15.9047621,12586.140625
40000,1,10000,3,15.9417578,12586.140625
40000,1,10000,4,15.0490786,12586.140625
40000,1,10000,5,16.4890945,12586.76953125
40000,1,15000,1,25.400018,15638.52734375
40000,1,15000,2,27.5295241,15638.52734375
40000,1,15000,3,26.414028,15638.6640625
40000,1,15000,4,24.891534,15638.6640625
40000,1,15000,5,26.8505,15638.6875
40000,1,20000,1,37.6261647,18690.4453125
40000,1,20000,2,38.3782852,18690.57421875
40000,1,20000,3,38.5927689,18690.57421875
40000,1,20000,4,37.2092738,18690.078125
40000,1,20000,5,40.5808496,18690.078125
40000,1,25000,1,52.7539494,21741.8359375
40000,1,25000,2,54.8970582,21742.015625
40000,1,25000,3,53.3914534,21742.015625
40000,1,25000,4,56.2712671,21742.04296875
40000,1,25000,5,52.8258324,21742.04296875
40000,1,30000,1,87.900326,24793.76953125
40000,1,30000,2,70.9158802,24793.76953125
40000,1,30000,3,72.0547904,24793.73828125
40000,1,30000,4,73.6973556,24793.7109375
40000,1,30000,5,73.1031858,24793.7109375
40000,1,35000,1,91.3192127,27847.625
40000,1,35000,2,91.1548,27848.375
40000,1,35000,3,90.4524615,27848.28515625
40000,1,35000,4,87.9418541,27848.28515625
40000,1,35000,5,87.9163897,27852.4375
40000,1,40000,1,104.390162,30905.71875
40000,1,40000,2,106.719252,30914.359375
40000,1,40000,3,102.3922693,30906.38671875
40000,1,40000,4,104.7523278,30902.390625
40000,1,40000,5,107.4920275,30901.86328125
40000,2,5000,1,7.0034407,9539.5703125
40000,2,5000,2,4.9770577,9539.5703125
40000,2,5000,3,6.555506,9539.60546875
40000,2,5000,4,5.6361327,9539.62890625
40000,2,5000,5,4.9963127,9539.62890625
40000,2,10000,1,10.5301186,12591.38671875
40000,2,10000,2,8.9373343,12591.38671875
40000,2,10000,3,10.4545659,12591.4140625
40000,2,10000,4,9.574085,12591.41796875
40000,2,10000,5,9.3294652,12591.38671875
40000,2,15000,1,14.7425436,15643.14453125
40000,2,15000,2,15.95546,15643.11328125
40000,2,15000,3,15.8856664,15643.11328125
40000,2,15000,4,14.9403724,15643.1484375
40000,2,15000,5,16.9562322,15643.1484375
40000,2,20000,1,18.5411522,18694.90625
40000,2,20000,2,26.7344527,18694.90625
40000,2,20000,3,18.9430448,18694.90625
40000,2,20000,4,17.791005,18694.87109375
40000,2,20000,5,28.9524023,18695.078125
40000,2,25000,1,23.413351,21746.8359375
40000,2,25000,2,39.0854759,21746.8359375
