raw_n,feat_num,level,comb_idx,elapsed_time,peak_mem_used
50000,6,5000,3,9.9075106,10323.859375
50000,6,5000,4,9.8312063,10323.859375
50000,6,5000,5,10.1390632,10323.859375
50000,6,10000,1,14.6945574,14138.5546875
50000,6,10000,2,14.7679055,14138.5546875
50000,6,10000,3,14.5627634,14138.5546875
50000,6,10000,4,15.0869581,14138.51953125
50000,6,10000,5,15.5830442,14138.51953125
50000,6,15000,1,20.3474901,17954.27734375
50000,6,15000,2,19.6828051,17954.27734375
50000,6,15000,3,19.1443631,17954.25
50000,6,15000,4,20.1766624,17954.28125
50000,6,15000,5,20.1081952,17954.28125
50000,6,20000,1,25.9408296,21768.95703125
50000,6,20000,2,25.3208511,21768.95703125
50000,6,20000,3,24.1278728,21769.01953125
50000,6,20000,4,24.9324424,21769.01953125
50000,6,20000,5,25.1234047,21768.984375
50000,6,25000,1,30.2027101,25585.82421875
50000,6,25000,2,29.4907537,25585.82421875
50000,6,25000,3,29.1681101,25585.82421875
50000,6,25000,4,29.1645862,25585.81640625
50000,6,25000,5,30.0688296,25585.78515625
50000,6,30000,1,35.1044593,29400.70703125
50000,6,30000,2,34.9354468,29400.70703125
50000,6,30000,3,37.22274,29400.70703125
50000,6,30000,4,35.0072687,29400.67578125
50000,6,30000,5,34.6957055,29400.70703125
50000,6,35000,1,43.1983861,33216.6328125
50000,6,35000,2,39.9240179,33216.6328125
50000,6,35000,3,39.7984845,33216.6328125
50000,6,35000,4,39.5756448,33216.66015625
50000,6,35000,5,40.1740225,33216.6328125
50000,6,40000,1,50.372788,37031.5625
50000,6,40000,2,44.7129862,37031.5625
50000,6,40000,3,49.2686172,37031.5625
50000,6,40000,4,46.2375773,37031.5625
50000,6,40000,5,45.0124486,37031.59765625
50000,6,45000,1,51.2760007,40848.48828125
50000,6,45000,2,50.8162031,40848.45703125
50000,6,45000,3,50.3173862,40848.4921875
50000,6,45000,4,51.0311927,40848.4609375
50000,6,45000,5,50.7515885,40848.4921875
50000,6,50000,1,70.5063377,44663.4140625
50000,6,50000,2,70.4100425,44663.41015625
50000,6,50000,3,82.7591261,44663.41015625
50000,6,50000,4,68.8284783,44663.41015625
50000,6,50000,5,70.5529086,44663.37890625
50000,7,5000,1,10.2701268,10325.578125
50000,7,5000,2,9.7181385,10325.578125
50000,7,5000,3,9.7709498,10325.61328125
50000,7,5000,4,10.4018127,10325.61328125
50000,7,5000,5,10.4047016,10325.61328125
50000,7,10000,1,15.0163252,14141.3125
50000,7,10000,2,14.8571514,14141.3125
50000,7,10000,3,15.0341172,14141.3125
50000,7,10000,4,15.0540434,14141.28125
50000,7,10000,5,15.0588039,14141.28125
50000,7,15000,1,20.1811074,17955.9765625
50000,7,15000,2,20.2456272,17956.0078125
50000,7,15000,3,19.7526167,17956.0078125
50000,7,15000,4,19.9035705,17956.0078125
50000,7,15000,5,20.0601656,17956.0078125
50000,7,20000,1,25.0143649,21772.71484375
50000,7,20000,2,24.6534128,21772.8125
50000,7,20000,3,25.2008838,21772.8125
50000,7,20000,4,25.1496921,21772.90234375
50000,7,20000,5,24.8124841,21772.90234375
50000,7,25000,1,29.2632052,25587.83203125
50000,7,25000,2,29.2292432,25587.86328125
50000,7,25000,3,30.0435045,25587.86328125
50000,7,25000,4,29.6824038,25587.86328125
50000,7,25000,5,29.1234463,25587.86328125
50000,7,30000,1,35.0737222,29402.828125
50000,7,30000,2,34.529988,29402.828125
50000,7,30000,3,34.5298582,29402.828125
50000,7,30000,4,35.4891148,29402.828125
50000,7,30000,5,34.9156432,29402.7890625
50000,7,35000,1,40.1761127,33217.75
50000,7,35000,2,40.7409973,33217.75
50000,7,35000,3,39.7365458,33217.71875
50000,7,35000,4,40.0464421,33217.75
50000,7,35000,5,40.359645,33217.75
50000,7,40000,1,46.3172437,37034.6875
50000,7,40000,2,45.8301677,37034.71875
50000,7,40000,3,46.3963274,37034.71875
50000,7,40000,4,46.2637592,37034.6875
50000,7,40000,5,45.1260641,37034.72265625
50000,7,45000,1,50.956165,40849.6875
50000,7,45000,2,51.5875416,40849.72265625
50000,7,45000,3,51.8043673,40849.6875
50000,7,45000,4,51.1876263,40849.6875
50000,7,45000,5,50.1702117,40849.68359375
50000,7,50000,1,72.434071,44664.64453125
50000,7,50000,2,71.4430346,44664.64453125
50000,7,50000,3,72.0145761,44664.64453125
50000,7,50000,4,72.8208218,44664.6484375
50000,7,50000,5,69.7190961,44664.6484375
50000,8,5000,1,10.4795343,10326.46484375
50000,8,5000,2,10.0162126,10327.46484375
50000,8,5000,3,9.9149603,10327.46484375
50000,8,5000,4,11.1413336,10327.46484375
50000,8,5000,5,9.87535,10327.46484375
50000,8,10000,1,15.5740564,14143.43359375
50000,8,10000,2,14.7543692,14143.43359375
50000,8,10000,3,14.7338133,14143.70703125
50000,8,10000,4,15.2409394,14144.015625
50000,8,10000,5,15.3628766,14143.98828125
50000,8,15000,1,19.6647128,17958.68359375
50000,8,15000,2,19.9951903,17958.68359375
50000,8,15000,3,20.4478398,17958.68359375
50000,8,15000,4,20.4181784,17958.68359375
50000,8,15000,5,19.8837103,17958.68359375
50000,8,20000,1,25.5620623,21775.609375
50000,8,20000,2,25.4866698,21775.578125
50000,8,20000,3,24.680832,21775.578125
50000,8,20000,4,25.1883332,21775.58203125
50000,8,20000,5,25.0559974,21775.6484375
50000,8,25000,1,29.9395558,25590.6484375
50000,8,25000,2,29.344576,25590.58203125
50000,8,25000,3,29.7555779,25590.6171875
50000,8,25000,4,29.0761032,25590.6171875
50000,8,25000,5,29.5894992,25590.6171875
50000,8,30000,1,34.6127948,29405.58203125
50000,8,30000,2,35.0059301,29405.6171875
50000,8,30000,3,34.7994116,29405.6171875
50000,8,30000,4,34.8764492,29405.61328125
50000,8,30000,5,34.3172622,29405.609375
50000,8,35000,1,39.9842972,33223.609375
50000,8,35000,2,40.0648769,33223.609375
50000,8,35000,3,40.6714754,33223.609375
50000,8,35000,4,40.684337,33223.6328125
50000,8,35000,5,40.1979947,33223.57421875
50000,8,40000,1,49.8816238,37038.6171875
50000,8,40000,2,46.0927468,37038.5859375
50000,8,40000,3,48.7388916,37038.6171875
50000,8,40000,4,45.9682544,37038.6171875
50000,8,40000,5,45.9545864,37038.6171875
50000,8,45000,1,51.3163045,40853.6171875
50000,8,45000,2,51.4749068,40853.5859375
50000,8,45000,3,55.8826533,40853.6484375
50000,8,45000,4,51.9112917,40853.6171875
50000,8,45000,5,52.1584707,40853.6171875
50000,8,50000,1,71.6581584,44668.6171875
50000,8,50000,2,71.3160818,44668.5859375
50000,8,50000,3,71.1123775,44668.62109375
50000,8,50000,4,85.1305431,44668.6484375
50000,8,50000,5,70.3190236,44668.62109375
50000,9,5000,1,10.4993503,10330.05078125
50000,9,5000,2,10.1069627,10330.08203125
50000,9,5000,3,10.3955433,10330.08203125
50000,9,5000,4,10.5212931,10330.08203125
50000,9,5000,5,10.1794122,10330.08203125
50000,9,10000,1,14.8886973,14146.08984375
50000,9,10000,2,14.8537428,14146.08984375
50000,9,10000,3,15.09106,14146.08984375
50000,9,10000,4,16.11851,14146.08984375
50000,9,10000,5,14.6838355,14146.05859375
50000,9,15000,1,20.9115438,17962.81640625
50000,9,15000,2,20.0890986,17962.81640625
50000,9,15000,3,20.1903612,17962.81640625
50000,9,15000,4,19.886865,17962.81640625
50000,9,15000,5,20.0256903,17962.81640625
50000,9,20000,1,24.9432381,21777.86328125
50000,9,20000,2,25.1252075,21777.86328125
50000,9,20000,3,26.3260624,21777.86328125
50000,9,20000,4,25.3939517,21777.86328125
50000,9,20000,5,25.4909953,21777.86328125
50000,9,25000,1,30.5966642,25592.90234375
50000,9,25000,2,30.2733822,25592.90234375
50000,9,25000,3,30.1175928,25592.90234375
50000,9,25000,4,30.5338378,25592.90234375
50000,9,25000,5,30.1655159,25592.90234375
50000,9,30000,1,35.4820983,29409.94140625
50000,9,30000,2,35.761571,29409.94140625
50000,9,30000,3,35.7799659,29409.94140625
50000,9,30000,4,35.7195341,29409.94140625
50000,9,30000,5,38.4525351,29409.94140625
50000,9,35000,1,40.7741422,33224.98046875
50000,9,35000,2,41.3262114,33224.98046875
50000,9,35000,3,41.7109664,33224.98046875
50000,9,35000,4,41.2215514,33224.98046875
50000,9,35000,5,42.1493039,33224.98046875
50000,9,40000,1,47.5700569,37040.02734375
50000,9,40000,2,47.0179026,37040.02734375
50000,9,40000,3,47.1484452,37040.02734375
50000,9,40000,4,46.7132036,37039.99609375
50000,9,40000,5,50.2044713,37040.02734375
50000,9,45000,1,51.6164454,40855.06640625
50000,9,45000,2,52.0985315,40855.0703125
50000,9,45000,3,51.4197075,40855.0703125
50000,9,45000,4,51.491738,40855.0390625
50000,9,45000,5,51.9850967,40855.1015625
50000,9,50000,1,71.3534934,44670.13671875
50000,9,50000,2,70.7248863,44670.1328125
50000,9,50000,3,72.7206567,44670.1328125
50000,9,50000,4,73.5820641,44670.1015625
50000,9,50000,5,71.8920244,44670.0703125
50000,10,5000,1,10.3796343,10331.41796875
50000,10,10000,1,15.4068446,14147.1484375
50000,10,15000,1,20.2134626,17963.98828125
50000,10,20000,1,25.5958224,21779.07421875
50000,10,25000,1,30.2025175,25594.15234375
50000,10,30000,1,37.0117049,29411.1953125
50000,10,35000,1,42.3029153,33226.3046875
50000,10,40000,1,47.3130061,37041.390625
50000,10,45000,1,52.1631456,40856.46484375
50000,10,50000,1,75.0730617,44671.54296875
60000,1,5000,1,7.0315095,11087.515625
60000,1,5000,2,9.253503,11087.515625
60000,1,5000,3,11.1545297,11087.54296875
60000,1,5000,4,6.5815038,11087.54296875
60000,1,5000,5,9.5825644,11087.54296875
60000,1,10000,1,19.5537632,15665.18359375
60000,1,10000,2,26.568971,15665.51171875
60000,1,10000,3,21.9057265,15665.78125
60000,1,10000,4,20.5599892,15665.75
60000,1,10000,5,27.3475618,15665.75
60000,1,15000,1,35.2858181,20243.4765625
60000,1,15000,2,46.2754972,20244.60546875
60000,1,15000,3,35.8730379,20244.92578125
60000,1,15000,4,34.4901011,20244.890625
60000,1,15000,5,48.1211923,20244.95703125
60000,1,20000,1,68.4551948,24822.5625
60000,1,20000,2,53.4341902,24823.5
60000,1,20000,3,54.9623623,24823.5
60000,1,20000,4,53.1347866,24823.5
60000,1,20000,5,56.7647084,24823.5
60000,1,25000,1,73.1100691,29402.16796875
60000,1,25000,2,76.0359623,29402.1328125
60000,1,25000,3,72.9780225,29402.1328125
60000,1,25000,4,74.2879895,29402.1328125
60000,1,25000,5,75.0604517,29402.1328125
60000,1,30000,1,90.9932756,33979.7734375
60000,1,30000,2,90.0440635,33979.7734375
60000,1,30000,3,97.0211237,33979.7734375
60000,1,30000,4,92.5643289,33979.77734375
60000,1,30000,5,137.5115212,33979.77734375
60000,1,35000,1,123.4012368,38557.37890625
60000,1,35000,2,124.0465241,38557.37890625
60000,1,35000,3,120.6040658,38557.4140625
60000,1,35000,4,121.8320663,38557.4453125
60000,1,35000,5,130.730175,38557.40625
60000,1,40000,1,154.496318,43135.01953125
60000,1,40000,2,160.1674614,43135.05078125
60000,1,40000,3,152.6264608,43135.05078125
60000,1,40000,4,158.5919202,43135.046875
60000,1,40000,5,156.624564,43135.08203125
60000,1,45000,1,193.2564807,47712.68359375
60000,1,45000,2,197.2528874,47712.68359375
60000,1,45000,3,194.5109401,47712.72265625
60000,1,45000,4,190.8603923,47712.75390625
60000,1,45000,5,202.4565057,47712.72265625
60000,1,50000,1,248.0983899,52290.3671875
60000,1,50000,2,221.3439738,52290.36328125
60000,1,50000,3,226.0182891,52291.77734375
60000,1,50000,4,250.4020063,52291.74609375
60000,1,50000,5,237.8263803,52291.73828125
60000,1,55000,1,283.8717132,56869.30859375
60000,1,55000,2,453.2984806,56870.609375
60000,1,55000,3,274.129331,56871.04296875
60000,1,55000,4,299.1877176,56871.8203125
60000,1,55000,5,288.0576162,56871.7890625
60000,1,60000,1,310.7437124,61449.4296875
60000,1,60000,2,319.2155659,61449.43359375
60000,1,60000,3,318.8124831,61449.45703125
60000,1,60000,4,335.8077801,61449.43359375
60000,1,60000,5,301.2019433,61449.4296875
60000,2,5000,1,9.2070596,11096.421875
60000,2,5000,2,10.8028887,11096.421875
60000,2,5000,3,6.8299464,11096.421875
60000,2,5000,4,8.2714861,11096.421875
60000,2,5000,5,7.6912369,11096.390625
60000,2,10000,1,14.581855,15674.0625
60000,2,10000,2,16.7686867,15674.0625
60000,2,10000,3,12.6391287,15674.0625
60000,2,10000,4,14.0650679,15674.0625
60000,2,10000,5,13.3969935,15674.0625
60000,2,15000,1,20.2397385,20251.6953125
60000,2,15000,2,22.9245905,20251.6953125
60000,2,15000,3,29.1964775,20251.7265625
60000,2,15000,4,19.5118397,20251.6953125
60000,2,15000,5,19.1795745,20251.6953125
60000,2,20000,1,26.3421605,24829.3359375
60000,2,20000,2,27.7342669,24829.3671875
60000,2,20000,3,60.3157525,24829.3671875
60000,2,20000,4,27.5150608,24829.3671875
60000,2,20000,5,26.1013608,24829.3671875
60000,2,25000,1,32.1566934,29407
60000,2,25000,2,33.9844386,29406.96875
60000,2,25000,3,70.8022954,29407
60000,2,25000,4,36.2988025,29407
60000,2,25000,5,45.072443,29407
60000,2,30000,1,37.5351421,33984.640625
60000,2,30000,2,37.9520718,33984.640625
60000,2,30000,3,85.6272799,33984.640625
60000,2,30000,4,57.1759225,33984.671875
60000,2,30000,5,66.6156832,33984.609375
60000,2,35000,1,56.6756795,38563.27734375
60000,2,35000,2,46.7218804,38563.24609375
60000,2,35000,3,127.0042335,38563.24609375
60000,2,35000,4,84.5849851,38563.27734375
60000,2,35000,5,94.8827821,38563.27734375
60000,2,40000,1,82.5909896,43140.921875
60000,2,40000,2,51.5268844,43140.921875
60000,2,40000,3,149.4358794,43140.921875
60000,2,40000,4,109.6626532,43141.04296875
60000,2,40000,5,178.0618498,43141.078125
60000,2,45000,1,111.0281421,47718.67578125
60000,2,45000,2,63.4416615,47718.671875
60000,2,45000,3,197.4023345,47718.671875
60000,2,45000,4,150.9221935,47718.671875
60000,2,45000,5,156.9587733,47720.05859375
60000,2,50000,1,145.2519601,52297.97265625
60000,2,50000,2,70.0541528,52297.94140625
60000,2,50000,3,241.4240714,52297.97265625
60000,2,50000,4,185.4283158,52297.9765625
60000,2,50000,5,201.5487489,52297.97265625
60000,2,55000,1,189.7866789,56875.60546875
60000,2,55000,2,99.6742856,56875.60546875
60000,2,55000,3,283.9186524,56875.60546875
60000,2,55000,4,253.5994315,56875.609375
60000,2,55000,5,250.5573618,56875.609375
60000,2,60000,1,223.5539422,61453.25390625
60000,2,60000,2,176.6407597,61453.21875
60000,2,60000,3,300.1770026,61453.25
60000,2,60000,4,260.8754184,61453.26171875
60000,2,60000,5,427.8348782,61453.2578125
60000,3,5000,1,12.169499,11103.01953125
60000,3,5000,2,12.5056453,11102.98828125
60000,3,5000,3,12.4860654,11102.98828125
60000,3,5000,4,12.2583869,11102.98828125
60000,3,5000,5,12.2734578,11102.98828125
60000,3,10000,1,18.2315668,15680.59765625
60000,3,10000,2,17.646747,15680.59765625
60000,3,10000,3,17.7560638,15680.59765625
60000,3,10000,4,18.3040445,15680.62890625
60000,3,10000,5,18.094884,15680.62890625
60000,3,15000,1,23.4363385,20258.26171875
60000,3,15000,2,23.5369195,20258.26171875
60000,3,15000,3,25.692171,20258.23046875
60000,3,15000,4,23.3434346,20258.265625
60000,3,15000,5,23.3899974,20258.265625
60000,3,20000,1,30.0176812,24835.90625
60000,3,20000,2,29.033628,24835.9375
60000,3,20000,3,31.7329533,24835.90625
60000,3,20000,4,29.4222075,24835.90625
60000,3,20000,5,33.0834945,24835.90625
60000,3,25000,1,35.8270861,29414.54296875
60000,3,25000,2,35.0255471,29414.5390625
60000,3,25000,3,35.4356968,29414.5390625
60000,3,25000,4,36.0185628,29414.5390625
60000,3,25000,5,36.4508088,29414.5703125
60000,3,30000,1,40.4438981,33992.1796875
60000,3,30000,2,40.674343,33992.1796875
60000,3,30000,3,39.449125,33992.1796875
60000,3,30000,4,40.7691777,33992.1796875
60000,3,30000,5,41.5715059,33992.1796875
60000,3,35000,1,46.3717772,38569.8125
60000,3,35000,2,46.7615772,38569.78125
60000,3,35000,3,47.3953144,38569.78125
60000,3,35000,4,50.4295231,38569.8125
60000,3,35000,5,46.7035327,38569.8125
60000,3,40000,1,54.1404832,43147.453125
60000,3,40000,2,51.7208328,43147.421875
60000,3,40000,3,52.6175744,43147.453125
60000,3,40000,4,51.6426945,43147.484375
60000,3,40000,5,53.5884582,43147.45703125
60000,3,45000,1,57.4266949,47727.12109375
60000,3,45000,2,58.2371078,47727.12109375
60000,3,45000,3,57.8728565,47727.08984375
60000,3,45000,4,66.9338728,47727.125
60000,3,45000,5,59.463552,47727.125
60000,3,50000,1,65.6729755,52304.87890625
60000,3,50000,2,64.7988608,52304.875
60000,3,50000,3,65.4541099,52304.875
60000,3,50000,4,65.7247384,52304.87109375
60000,3,50000,5,73.9714188,52304.87109375
60000,3,55000,1,76.5865133,56882.62109375
60000,3,55000,2,75.1819073,56882.58984375
60000,3,55000,3,73.4059026,56882.65625
60000,3,55000,4,76.4288035,56882.62109375
60000,3,55000,5,77.9253483,56882.625
60000,3,60000,1,112.3569029,61460.375
60000,3,60000,2,104.2846705,61460.375
60000,3,60000,3,106.6343656,61460.375
60000,3,60000,4,105.0216,61460.37890625
60000,3,60000,5,109.7839492,61460.37890625
60000,4,5000,1,12.5559222,11103.90625
60000,4,5000,2,11.8556985,11103.87109375
60000,4,5000,3,13.5612138,11103.87109375
60000,4,5000,4,12.5629897,11103.90234375
60000,4,5000,5,13.1492247,11103.90234375
60000,4,10000,1,18.1744748,15681.54296875
60000,4,10000,2,18.53489,15681.54296875
60000,4,10000,3,19.9894279,15681.54296875
60000,4,10000,4,18.867196,15681.54296875
60000,4,10000,5,18.3463954,15681.515625
60000,4,15000,1,23.9863744,20259.3359375
60000,4,15000,2,23.7614262,20259.30078125
60000,4,15000,3,24.0754368,20259.30078125
60000,4,15000,4,23.7269107,20259.30078125
60000,4,15000,5,25.1468799,20259.30078125
60000,4,20000,1,30.8591445,24837.9453125
60000,4,20000,2,30.7881766,24837.9453125
60000,4,20000,3,29.7987428,24837.9453125
60000,4,20000,4,29.4183812,24837.9453125
60000,4,20000,5,33.4650523,24837.91015625
60000,4,25000,1,35.6868146,29415.54296875
60000,4,25000,2,35.4443476,29415.57421875
60000,4,25000,3,36.2104611,29415.57421875
60000,4,25000,4,36.5014192,29415.54296875
60000,4,25000,5,35.4510254,29415.57421875
60000,4,30000,1,40.3131736,33993.21484375
60000,4,30000,2,41.0958509,33993.15234375
60000,4,30000,3,41.323535,33993.21484375
60000,4,30000,4,39.7126528,33993.21484375
60000,4,30000,5,40.6488997,33993.21484375
60000,4,35000,1,48.6672798,38572.91796875
60000,4,35000,2,46.267984,38572.91796875
60000,4,35000,3,46.3060298,38572.88671875
60000,4,35000,4,47.8505959,38572.91796875
60000,4,35000,5,45.4868015,38572.91796875
60000,4,40000,1,52.7840888,43150.7109375
60000,4,40000,2,53.878421,43150.7109375
60000,4,40000,3,55.625406,43150.7109375
60000,4,40000,4,51.4002927,43150.71484375
60000,4,40000,5,54.3372878,43150.74609375
60000,4,45000,1,58.9605563,47728.46875
60000,4,45000,2,58.2342256,47728.53125
60000,4,45000,3,59.6104186,47728.52734375
60000,4,45000,4,60.2516385,47728.53125
60000,4,45000,5,60.0683042,47728.53125
60000,4,50000,1,66.4170875,52306.32421875
60000,4,50000,2,65.0131883,52306.29296875
60000,4,50000,3,67.0710079,52306.29296875
60000,4,50000,4,66.9379254,52306.29296875
60000,4,50000,5,66.6154711,52306.29296875
60000,4,55000,1,89.9900548,56884.078125
60000,4,55000,2,88.8567087,56884.07421875
60000,4,55000,3,81.4746569,56884.07421875
60000,4,55000,4,74.853269,56884.07421875
60000,4,55000,5,77.4423865,56884.07421875
60000,4,60000,1,113.2685684,61461.8671875
60000,4,60000,2,162.1262597,61461.921875
60000,4,60000,3,112.4270184,61461.921875
60000,4,60000,4,108.8322253,61461.92578125
60000,4,60000,5,105.0373211,61461.92578125
60000,5,5000,1,13.4029244,11104.96484375
60000,5,5000,2,12.6044072,11104.99609375
60000,5,5000,3,11.9339449,11104.99609375
60000,5,5000,4,12.7468752,11104.99609375
60000,5,5000,5,12.4125157,11104.99609375
60000,5,10000,1,19.2961615,15682.63671875
60000,5,10000,2,18.1414211,15682.63671875
60000,5,10000,3,18.8095245,15682.63671875
60000,5,10000,4,18.6052177,15682.60546875
60000,5,10000,5,18.3647387,15682.60546875
60000,5,15000,1,24.4378054,20261.2734375
60000,5,15000,2,23.6043825,20261.2734375
60000,5,15000,3,23.4969759,20261.2734375
60000,5,15000,4,27.0366364,20261.2734375
60000,5,15000,5,23.5679806,20261.29296875
60000,5,20000,1,29.9407427,24838.96484375
60000,5,20000,2,29.8060205,24838.9296875
60000,5,20000,3,29.4165483,24838.9609375
60000,5,20000,4,30.1277106,24838.9609375
60000,5,20000,5,30.2025196,24838.9609375
60000,5,25000,1,35.8878018,29416.59375
60000,5,25000,2,36.0665738,29416.59375
60000,5,25000,3,35.6550074,29416.59375
60000,5,25000,4,36.2246292,29416.59375
60000,5,25000,5,35.9134841,29416.5625
60000,5,30000,1,42.2736176,33996.37890625
60000,5,30000,2,41.1331579,33996.34765625
60000,5,30000,3,40.8240247,33996.37890625
60000,5,30000,4,41.7506621,33996.37890625
60000,5,30000,5,40.9945632,33996.37890625
60000,5,35000,1,47.1648779,38574.203125
60000,5,35000,2,47.5375076,38574.23046875
60000,5,35000,3,47.1184203,38574.171875
60000,5,35000,4,46.4498716,38574.203125
60000,5,35000,5,46.7094654,38574.203125
60000,5,40000,1,53.1725047,43152.03515625
60000,5,40000,2,53.1121575,43152.03515625
60000,5,40000,3,53.8873476,43152.03515625
60000,5,40000,4,53.7660528,43152.03515625
60000,5,40000,5,53.7142212,43152.03515625
60000,5,45000,1,59.6209756,47729.828125
60000,5,45000,2,58.7070588,47729.859375
60000,5,45000,3,60.8568596,47729.828125
60000,5,45000,4,59.5127986,47729.859375
60000,5,45000,5,59.7825392,47729.828125
60000,5,50000,1,65.5435766,52307.6640625
60000,5,50000,2,72.7120447,52307.6953125
60000,5,50000,3,66.0151335,52307.6953125
60000,5,50000,4,66.1916704,52307.6953125
60000,5,50000,5,65.9159959,52307.7265625
60000,5,55000,1,76.5334551,56887.51953125
60000,5,55000,2,76.3991234,56887.51953125
60000,5,55000,3,75.8714602,56887.515625
60000,5,55000,4,74.9173357,56887.515625
60000,5,55000,5,76.2205155,56887.515625
60000,5,60000,1,110.2990318,61465.53125
60000,5,60000,2,108.8793368,61465.53125
60000,5,60000,3,144.0711032,61465.5625
60000,5,60000,4,144.6815485,61465.53125
60000,5,60000,5,110.3363269,61465.53125
60000,6,5000,1,12.6387936,11107.15234375
60000,6,5000,2,13.7379478,11107.15234375
60000,6,5000,3,13.0685547,11107.15234375
60000,6,5000,4,12.5001251,11107.15234375
60000,6,5000,5,13.0121497,11107.15234375
60000,6,10000,1,19.0329002,15684.79296875
60000,6,10000,2,19.679029,15684.79296875
60000,6,10000,3,18.4681376,15684.79296875
60000,6,10000,4,18.5450392,15684.79296875
60000,6,10000,5,19.3499557,15684.79296875
60000,6,15000,1,24.6458776,20263.4296875
60000,6,15000,2,24.4084151,20263.4296875
60000,6,15000,3,24.8280317,20263.4296875
60000,6,15000,4,23.7707593,20263.4296875
60000,6,15000,5,24.6139273,20263.3984375
60000,6,20000,1,29.8868101,24841.0703125
60000,6,20000,2,31.4599535,24841.09765625
60000,6,20000,3,30.4941785,24841.0703125
60000,6,20000,4,29.5751194,24841.0703125
60000,6,20000,5,31.0617905,24841.0703125
60000,6,25000,1,37.0275777,29421.84765625
60000,6,25000,2,35.308738,29421.84765625
60000,6,25000,3,36.3701377,29421.8515625
60000,6,25000,4,36.07805,29421.8828125
60000,6,25000,5,40.3391736,29421.84765625
60000,6,30000,1,40.6701807,33999.71875
60000,6,30000,2,41.210051,33999.71875
60000,6,30000,3,42.7121012,33999.71875
60000,6,30000,4,40.9429435,33999.71875
60000,6,30000,5,42.6512494,33999.71875
60000,6,35000,1,52.4003859,38577.58203125
60000,6,35000,2,47.6286307,38577.58203125
60000,6,35000,3,48.425006,38577.58203125
60000,6,35000,4,47.5356277,38577.58203125
60000,6,35000,5,48.8747603,38577.51953125
60000,6,40000,1,54.7508559,43155.453125
60000,6,40000,2,53.9997671,43155.453125
60000,6,40000,3,55.7501186,43155.453125
60000,6,40000,4,54.798341,43155.453125
60000,6,40000,5,54.8568816,43155.453125
60000,6,45000,1,60.5394695,47735.31640625
60000,6,45000,2,61.4758776,47735.34765625
60000,6,45000,3,59.9544041,47735.390625
60000,6,45000,4,59.9307874,47735.31640625
60000,6,45000,5,60.4218281,47735.3203125
60000,6,50000,1,67.6808894,52313.1875
60000,6,50000,2,66.0126188,52313.1875
60000,6,50000,3,67.2101588,52313.22265625
60000,6,50000,4,66.1135727,52313.1796875
60000,6,50000,5,67.3213528,52313.1796875
60000,6,55000,1,75.5979783,56891.04296875
60000,6,55000,2,76.3887324,56891.04296875
60000,6,55000,3,76.5349418,56891.04296875
60000,6,55000,4,78.9993217,56891.01171875
60000,6,55000,5,76.3089221,56891.07421875
60000,6,60000,1,116.7012418,61468.9140625
60000,6,60000,2,107.1292544,61468.9140625
60000,6,60000,3,111.9581117,61468.87890625
60000,6,60000,4,108.452111,61469.1328125
60000,6,60000,5,108.1140142,61469.12890625
60000,7,5000,1,12.9460834,11109.67578125
60000,7,5000,2,12.9148995,11109.765625
60000,7,5000,3,13.0373678,11109.765625
60000,7,5000,4,12.8970671,11109.765625
60000,7,5000,5,12.8320768,11109.796875
60000,7,10000,1,18.2497521,15688.44140625
60000,7,10000,2,18.6179299,15688.44140625
60000,7,10000,3,19.2808531,15688.7265625
60000,7,10000,4,19.7364748,15688.7265625
60000,7,10000,5,19.4684821,15688.6953125
60000,7,15000,1,24.5629584,20266.36328125
60000,7,15000,2,24.6717681,20266.36328125
60000,7,15000,3,24.4028034,20266.36328125
60000,7,15000,4,24.9669717,20266.36328125
60000,7,15000,5,24.8751621,20266.36328125
60000,7,20000,1,30.1931841,24846.07421875
60000,7,20000,2,30.5604978,24846.10546875
60000,7,20000,3,30.7652041,24846.07421875
60000,7,20000,4,29.8473201,24846.07421875
60000,7,20000,5,31.0910462,24846.0703125
60000,7,25000,1,36.0245131,29423.96875
60000,7,25000,2,36.8086079,29423.96875
60000,7,25000,3,36.6185123,29423.96875
60000,7,25000,4,36.0680221,29423.9375
60000,7,25000,5,36.5479735,29423.97265625
60000,7,30000,1,43.4775043,34001.91015625
60000,7,30000,2,41.7259253,34001.8515625
60000,7,30000,3,42.9954268,34001.8828125
60000,7,30000,4,40.9998364,34001.8828125
60000,7,30000,5,41.6204505,34001.84765625
60000,7,35000,1,47.5353488,38579.77734375
60000,7,35000,2,47.7521269,38579.77734375
60000,7,35000,3,48.119453,38579.77734375
60000,7,35000,4,48.4332141,38579.77734375
60000,7,35000,5,47.6409137,38579.77734375
60000,7,40000,1,55.3414833,43159.68359375
60000,7,40000,2,59.9358516,43159.68359375
60000,7,40000,3,56.1346965,43159.68359375
60000,7,40000,4,54.6468812,43159.6796875
60000,7,40000,5,55.161849,43159.68359375
60000,7,45000,1,62.2700557,47737.5859375
60000,7,45000,2,61.0660775,47737.5859375
60000,7,45000,3,62.8549189,47737.58984375
60000,7,45000,4,60.3790766,47737.58984375
60000,7,45000,5,62.9433724,47737.59375
60000,7,50000,1,75.1662862,52315.5
60000,7,50000,2,68.9498598,52315.46484375
60000,7,50000,3,67.316639,52315.5
60000,7,50000,4,70.1737878,52315.49609375
60000,7,50000,5,68.5094448,52315.49609375
