dataset,best_params,num_boost_round,r2,rmsle
BalancedSampling_sampled_data_5000_set_16,"{'lambda_l1': 2.0768178344698298e-05, 'lambda_l2': 6.614295071117954e-07, 'num_leaves': 409, 'feature_fraction': 0.6751125990537585, 'bagging_fraction': 0.9535351089729396, 'bagging_freq': 6, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",61,0.7957475700741024,0.4652788717668824
clhs_sampled_data_5000_set_16,"{'lambda_l1': 1.0418385824908319e-08, 'lambda_l2': 1.7681226054254136, 'num_leaves': 365, 'feature_fraction': 0.9022591238231503, 'bagging_fraction': 0.8606874636513515, 'bagging_freq': 2, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",64,0.7992242945135304,0.4854237975325315
FCMtp2sampled_data_5000_set_16,"{'lambda_l1': 4.882805451937261e-05, 'lambda_l2': 0.32713426929312256, 'num_leaves': 471, 'feature_fraction': 0.7891747403580709, 'bagging_fraction': 0.8549405409659205, 'bagging_freq': 5, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6635874820017772,0.5978041235235918
FSCS_sampled_data_5000_set_16,"{'lambda_l1': 4.094600891885587, 'lambda_l2': 2.8121548097449728e-08, 'num_leaves': 268, 'feature_fraction': 0.7236977854782363, 'bagging_fraction': 0.7740022642551837, 'bagging_freq': 9, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8656215453929835,0.43852205815127815
BalancedSampling_sampled_data_5000_set_17,"{'lambda_l1': 0.05050208779526241, 'lambda_l2': 4.381551780136114e-05, 'num_leaves': 228, 'feature_fraction': 0.6575001757837222, 'bagging_fraction': 0.8794669971137414, 'bagging_freq': 1, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.800584272640079,0.5245593248582656
clhs_sampled_data_5000_set_17,"{'lambda_l1': 2.9502789413437345e-06, 'lambda_l2': 2.799361523859505, 'num_leaves': 308, 'feature_fraction': 0.9124168424128142, 'bagging_fraction': 0.9439425893438037, 'bagging_freq': 1, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",70,0.795579608085403,0.4948999843292956
FCMtp2sampled_data_5000_set_17,"{'lambda_l1': 0.001213855022971464, 'lambda_l2': 0.2861825320128981, 'num_leaves': 489, 'feature_fraction': 0.6551648932120548, 'bagging_fraction': 0.8210466567246482, 'bagging_freq': 11, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6381451412118793,0.6102372837055742
FSCS_sampled_data_5000_set_17,"{'lambda_l1': 2.0180814837320056, 'lambda_l2': 0.025213664201766017, 'num_leaves': 382, 'feature_fraction': 0.797836400695869, 'bagging_fraction': 0.7935240020985617, 'bagging_freq': 2, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",50,0.8512988543927431,0.42773851361191406
BalancedSampling_sampled_data_5000_set_18,"{'lambda_l1': 4.125158172154373e-06, 'lambda_l2': 2.180426444027323e-07, 'num_leaves': 107, 'feature_fraction': 0.8658772048720234, 'bagging_fraction': 0.9950595854783094, 'bagging_freq': 7, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.7895453083398991,0.5205644765354769
clhs_sampled_data_5000_set_18,"{'lambda_l1': 3.130186361718179, 'lambda_l2': 0.0010125545952202792, 'num_leaves': 173, 'feature_fraction': 0.7851204148083357, 'bagging_fraction': 0.8373449602221317, 'bagging_freq': 0, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99,0.79405423237273,0.503417551704829
FCMtp2sampled_data_5000_set_18,"{'lambda_l1': 0.002496306437533985, 'lambda_l2': 0.0009753165779831279, 'num_leaves': 287, 'feature_fraction': 0.47573659528296613, 'bagging_fraction': 0.9945684670265444, 'bagging_freq': 6, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.62131471876732,0.6078987726236083
FSCS_sampled_data_5000_set_18,"{'lambda_l1': 0.26268306218082277, 'lambda_l2': 1.5213945116030543e-06, 'num_leaves': 128, 'feature_fraction': 0.8477196310535179, 'bagging_fraction': 0.7968794331754466, 'bagging_freq': 2, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",77,0.8664025901593555,0.4259281554383112
BalancedSampling_sampled_data_5000_set_19,"{'lambda_l1': 0.04585830779804438, 'lambda_l2': 7.48376074429699e-06, 'num_leaves': 125, 'feature_fraction': 0.6683241819278406, 'bagging_fraction': 0.7567918665123653, 'bagging_freq': 10, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99,0.7886507885933278,0.48944162881063075
clhs_sampled_data_5000_set_19,"{'lambda_l1': 0.00024261845042317703, 'lambda_l2': 2.194262566555637, 'num_leaves': 147, 'feature_fraction': 0.6017799086524298, 'bagging_fraction': 0.9464772615352413, 'bagging_freq': 7, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.7883308093098764,0.5144537937666519
FCMtp2sampled_data_5000_set_19,"{'lambda_l1': 1.3524722071698827e-07, 'lambda_l2': 0.18516904308718743, 'num_leaves': 335, 'feature_fraction': 0.5762952637833946, 'bagging_fraction': 0.791179515920029, 'bagging_freq': 11, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6235737743723648,0.631470532311111
FSCS_sampled_data_5000_set_19,"{'lambda_l1': 0.00043135172152045933, 'lambda_l2': 1.9265890461896602e-07, 'num_leaves': 229, 'feature_fraction': 0.6637854160664465, 'bagging_fraction': 0.7695404349236439, 'bagging_freq': 2, 'min_child_samples': 21, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",57,0.8347083879811115,0.48566246195226653
BalancedSampling_sampled_data_5000_set_20,"{'lambda_l1': 0.17728833366838648, 'lambda_l2': 0.5702776133257312, 'num_leaves': 131, 'feature_fraction': 0.789425831417204, 'bagging_fraction': 0.945416179418708, 'bagging_freq': 12, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8010967301678484,0.4956557634812685
clhs_sampled_data_5000_set_20,"{'lambda_l1': 0.02196748991428117, 'lambda_l2': 1.124456535089327, 'num_leaves': 371, 'feature_fraction': 0.9406152554850669, 'bagging_fraction': 0.361036918521334, 'bagging_freq': 0, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",90,0.8053285777313924,0.47747842340311264
FCMtp2sampled_data_5000_set_20,"{'lambda_l1': 0.006337506321130168, 'lambda_l2': 0.0099233907627203, 'num_leaves': 501, 'feature_fraction': 0.6356829611000537, 'bagging_fraction': 0.587066660888685, 'bagging_freq': 6, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",87,0.6208488968393302,0.6234330391042371
FSCS_sampled_data_5000_set_20,"{'lambda_l1': 0.0063854865676513895, 'lambda_l2': 4.1464768024282343e-08, 'num_leaves': 340, 'feature_fraction': 0.8180308853043223, 'bagging_fraction': 0.8670182418123369, 'bagging_freq': 7, 'min_child_samples': 26, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",45,0.8184270091393115,0.4907406530195213
BalancedSampling_sampled_data_10000_set_1,"{'lambda_l1': 8.668783393427022e-06, 'lambda_l2': 0.0013542489700048728, 'num_leaves': 338, 'feature_fraction': 0.487095076509875, 'bagging_fraction': 0.8773567962931883, 'bagging_freq': 12, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8688303790480961,0.4216003441647629
clhs_sampled_data_10000_set_1,"{'lambda_l1': 0.00976393119589402, 'lambda_l2': 0.0003670366584755335, 'num_leaves': 365, 'feature_fraction': 0.87103138283058, 'bagging_fraction': 0.9465896858171942, 'bagging_freq': 14, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8660991541512342,0.40396623530221587
FCMtp2sampled_data_10000_set_1,"{'lambda_l1': 4.582467566667086e-05, 'lambda_l2': 0.19592528793940073, 'num_leaves': 428, 'feature_fraction': 0.5311882293160333, 'bagging_fraction': 0.6821884173328137, 'bagging_freq': 13, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6861354344140687,0.5908681158158199
FSCS_sampled_data_10000_set_1,"{'lambda_l1': 0.0529634328307019, 'lambda_l2': 0.0012947395602285522, 'num_leaves': 387, 'feature_fraction': 0.6434183925404267, 'bagging_fraction': 0.9352252681082843, 'bagging_freq': 13, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.9470392466406997,0.30619051239578576
BalancedSampling_sampled_data_10000_set_2,"{'lambda_l1': 1.0954970910772279e-08, 'lambda_l2': 1.841647890362652e-07, 'num_leaves': 321, 'feature_fraction': 0.5206282252125586, 'bagging_fraction': 0.9853256725979742, 'bagging_freq': 3, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8657302754558258,0.45281283259675653
clhs_sampled_data_10000_set_2,"{'lambda_l1': 8.142821897950225e-08, 'lambda_l2': 0.0011016159050163284, 'num_leaves': 361, 'feature_fraction': 0.6018358175050662, 'bagging_fraction': 0.8443283212215198, 'bagging_freq': 12, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8741875236831284,0.444226009781672
FCMtp2sampled_data_10000_set_2,"{'lambda_l1': 0.0009564059051794814, 'lambda_l2': 0.00011843716224678527, 'num_leaves': 464, 'feature_fraction': 0.6142523149384951, 'bagging_fraction': 0.849335923887909, 'bagging_freq': 3, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99,0.6361693348456714,0.6511816037818086
FSCS_sampled_data_10000_set_2,"{'lambda_l1': 1.6171361560895157e-06, 'lambda_l2': 0.0001462820141000302, 'num_leaves': 412, 'feature_fraction': 0.7408326567787396, 'bagging_fraction': 0.8872013972610795, 'bagging_freq': 1, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.9470123224269401,0.3075882907384078
BalancedSampling_sampled_data_10000_set_3,"{'lambda_l1': 0.0017285119438942642, 'lambda_l2': 0.19625529963376556, 'num_leaves': 332, 'feature_fraction': 0.6360597321288602, 'bagging_fraction': 0.8485245851694024, 'bagging_freq': 8, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8729878451055715,0.42322783592427926
clhs_sampled_data_10000_set_3,"{'lambda_l1': 0.00011813659193323345, 'lambda_l2': 1.8756129125234686e-06, 'num_leaves': 387, 'feature_fraction': 0.6625044288432549, 'bagging_fraction': 0.9623261884978606, 'bagging_freq': 2, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8702000336438619,0.43622549599417704
FCMtp2sampled_data_10000_set_3,"{'lambda_l1': 0.05247076738847198, 'lambda_l2': 0.02061598292509591, 'num_leaves': 499, 'feature_fraction': 0.6019978739849098, 'bagging_fraction': 0.9474002184268487, 'bagging_freq': 13, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6923656871728328,0.5791641935341797
FSCS_sampled_data_10000_set_3,"{'lambda_l1': 0.04677790960347657, 'lambda_l2': 1.6189125357550404e-05, 'num_leaves': 295, 'feature_fraction': 0.645799960898174, 'bagging_fraction': 0.90739311454303, 'bagging_freq': 2, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.9398909193540621,0.3281967251883648
BalancedSampling_sampled_data_10000_set_4,"{'lambda_l1': 7.792402529004707e-08, 'lambda_l2': 0.0007682383913492462, 'num_leaves': 338, 'feature_fraction': 0.5902958142969889, 'bagging_fraction': 0.7724024432433493, 'bagging_freq': 14, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.858146677460882,0.43278294196744893
clhs_sampled_data_10000_set_4,"{'lambda_l1': 5.467308719008436e-08, 'lambda_l2': 2.32617423836849e-05, 'num_leaves': 309, 'feature_fraction': 0.9834124152089989, 'bagging_fraction': 0.7811145494608696, 'bagging_freq': 1, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8817797434175676,0.4340721213716194
FCMtp2sampled_data_10000_set_4,"{'lambda_l1': 0.00018813603728277657, 'lambda_l2': 0.005755039898436708, 'num_leaves': 352, 'feature_fraction': 0.8004478342347141, 'bagging_fraction': 0.8642064552720081, 'bagging_freq': 9, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.700749400430839,0.594528515435552
FSCS_sampled_data_10000_set_4,"{'lambda_l1': 3.536972764354841e-06, 'lambda_l2': 3.7079325533616046e-06, 'num_leaves': 255, 'feature_fraction': 0.8370248916122002, 'bagging_fraction': 0.8640087326644784, 'bagging_freq': 2, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.9365443515836301,0.33063249290993246
BalancedSampling_sampled_data_10000_set_5,"{'lambda_l1': 4.0389369228920293e-07, 'lambda_l2': 0.27482546344638054, 'num_leaves': 365, 'feature_fraction': 0.503325921169649, 'bagging_fraction': 0.8741992035568469, 'bagging_freq': 2, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8614636324332463,0.4297700752004983
clhs_sampled_data_10000_set_5,"{'lambda_l1': 0.00031551803028236454, 'lambda_l2': 2.4293809681436803e-08, 'num_leaves': 312, 'feature_fraction': 0.9479237285131253, 'bagging_fraction': 0.9494155966739609, 'bagging_freq': 3, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8728397712256443,0.4341716055120556
FCMtp2sampled_data_10000_set_5,"{'lambda_l1': 0.002415600380203318, 'lambda_l2': 1.2533752925636897e-08, 'num_leaves': 481, 'feature_fraction': 0.6731233457818706, 'bagging_fraction': 0.84809799374886, 'bagging_freq': 7, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6892260809312775,0.6326263865261577
FSCS_sampled_data_10000_set_5,"{'lambda_l1': 2.8884772803555807e-06, 'lambda_l2': 0.0010295755980647026, 'num_leaves': 332, 'feature_fraction': 0.6838263966668086, 'bagging_fraction': 0.9471610293905278, 'bagging_freq': 1, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.9401681447181839,0.32994380262619166
BalancedSampling_sampled_data_10000_set_6,"{'lambda_l1': 0.04169293038590382, 'lambda_l2': 0.024332262185833738, 'num_leaves': 282, 'feature_fraction': 0.7272259532300769, 'bagging_fraction': 0.7568788706106082, 'bagging_freq': 0, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8600978588417102,0.4190410925108404
clhs_sampled_data_10000_set_6,"{'lambda_l1': 0.027475448770655875, 'lambda_l2': 2.2285319106279355e-08, 'num_leaves': 504, 'feature_fraction': 0.6328285359876871, 'bagging_fraction': 0.6026304781093011, 'bagging_freq': 0, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8692613462009099,0.3972661696303904
FCMtp2sampled_data_10000_set_6,"{'lambda_l1': 0.013916247295176244, 'lambda_l2': 8.166344003365022e-06, 'num_leaves': 505, 'feature_fraction': 0.47997343666958214, 'bagging_fraction': 0.9973407019732627, 'bagging_freq': 3, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99,0.6631055389955081,0.6006516408411843
FSCS_sampled_data_10000_set_6,"{'lambda_l1': 0.25431620997188326, 'lambda_l2': 1.0617290586028935e-05, 'num_leaves': 175, 'feature_fraction': 0.8840344511627607, 'bagging_fraction': 0.9750117890442971, 'bagging_freq': 1, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.9334727389175792,0.35244153614975643
BalancedSampling_sampled_data_10000_set_7,"{'lambda_l1': 1.2692940906262765e-06, 'lambda_l2': 0.19618988959283662, 'num_leaves': 352, 'feature_fraction': 0.8157905726320381, 'bagging_fraction': 0.9213024417421156, 'bagging_freq': 13, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8531088362814703,0.42380258745906113
clhs_sampled_data_10000_set_7,"{'lambda_l1': 0.4319112234951298, 'lambda_l2': 9.906896405925818e-06, 'num_leaves': 273, 'feature_fraction': 0.5327372522534908, 'bagging_fraction': 0.978668438142271, 'bagging_freq': 0, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8781067446255811,0.41483861507385883
FCMtp2sampled_data_10000_set_7,"{'lambda_l1': 0.00035262367372626904, 'lambda_l2': 4.3763688244335236e-07, 'num_leaves': 385, 'feature_fraction': 0.5352888591243663, 'bagging_fraction': 0.9013737373422621, 'bagging_freq': 0, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6804971714687688,0.6261102158272054
FSCS_sampled_data_10000_set_7,"{'lambda_l1': 0.09179007026023643, 'lambda_l2': 7.990327872502129e-08, 'num_leaves': 316, 'feature_fraction': 0.5444086439964513, 'bagging_fraction': 0.9116130709811507, 'bagging_freq': 13, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.940285424486497,0.3274225679427748
BalancedSampling_sampled_data_10000_set_8,"{'lambda_l1': 0.004454648425712884, 'lambda_l2': 0.0003385516269792814, 'num_leaves': 364, 'feature_fraction': 0.6715105214769237, 'bagging_fraction': 0.7962601317704814, 'bagging_freq': 3, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8587860219045906,0.43281752684981967
clhs_sampled_data_10000_set_8,"{'lambda_l1': 2.6912877076114663e-06, 'lambda_l2': 8.990780736696461e-06, 'num_leaves': 387, 'feature_fraction': 0.6506762943003558, 'bagging_fraction': 0.9213663575610651, 'bagging_freq': 1, 'min_child_samples': 13, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8789882981246198,0.4302790575992585
FCMtp2sampled_data_10000_set_8,"{'lambda_l1': 0.008261904982746537, 'lambda_l2': 0.004623718830331665, 'num_leaves': 413, 'feature_fraction': 0.6979338803577702, 'bagging_fraction': 0.8528536989255731, 'bagging_freq': 1, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.7150341066526319,0.6162574235889154
FSCS_sampled_data_10000_set_8,"{'lambda_l1': 0.0007355250041043436, 'lambda_l2': 1.7084946432884643e-05, 'num_leaves': 501, 'feature_fraction': 0.7182063660105369, 'bagging_fraction': 0.8724611897070607, 'bagging_freq': 1, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.948757434560609,0.31151089290813
BalancedSampling_sampled_data_10000_set_9,"{'lambda_l1': 4.886421921555254e-07, 'lambda_l2': 6.549587593902661e-07, 'num_leaves': 237, 'feature_fraction': 0.598252861844146, 'bagging_fraction': 0.8301905857890601, 'bagging_freq': 3, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8565407698491311,0.446550152846646
clhs_sampled_data_10000_set_9,"{'lambda_l1': 0.0031818986254850477, 'lambda_l2': 0.0008294571639597455, 'num_leaves': 470, 'feature_fraction': 0.807466185877345, 'bagging_fraction': 0.597469904230525, 'bagging_freq': 0, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",98,0.8696962319584929,0.42201399873719453
FCMtp2sampled_data_10000_set_9,"{'lambda_l1': 8.504630673513105e-05, 'lambda_l2': 0.0013384572187192367, 'num_leaves': 269, 'feature_fraction': 0.9879866458000187, 'bagging_fraction': 0.9595144934165657, 'bagging_freq': 11, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.716449335599143,0.5644228490231427
FSCS_sampled_data_10000_set_9,"{'lambda_l1': 0.019960353153824325, 'lambda_l2': 3.6466226194646203, 'num_leaves': 406, 'feature_fraction': 0.4889108787218517, 'bagging_fraction': 0.7425079722744082, 'bagging_freq': 0, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.9429600586508758,0.3153775869716134
BalancedSampling_sampled_data_10000_set_10,"{'lambda_l1': 7.413246318195822e-08, 'lambda_l2': 2.2073214772136045e-08, 'num_leaves': 460, 'feature_fraction': 0.4659469169633822, 'bagging_fraction': 0.9357996887933195, 'bagging_freq': 4, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8616424726355183,0.4201301264316365
clhs_sampled_data_10000_set_10,"{'lambda_l1': 1.6495192039231752e-06, 'lambda_l2': 0.0006940455226058998, 'num_leaves': 280, 'feature_fraction': 0.6322578813755824, 'bagging_fraction': 0.9521170215408907, 'bagging_freq': 3, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8755061621834642,0.42509683620165456
FCMtp2sampled_data_10000_set_10,"{'lambda_l1': 0.01490160229934173, 'lambda_l2': 0.008265372763108913, 'num_leaves': 407, 'feature_fraction': 0.5387104637051319, 'bagging_fraction': 0.9497641005416763, 'bagging_freq': 11, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6822673158840353,0.6016516928077676
FSCS_sampled_data_10000_set_10,"{'lambda_l1': 1.950359571625153e-07, 'lambda_l2': 5.743210576790093e-07, 'num_leaves': 337, 'feature_fraction': 0.5576786499108816, 'bagging_fraction': 0.8322597530294852, 'bagging_freq': 0, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.9450794494131926,0.32660719333328364
BalancedSampling_sampled_data_10000_set_11,"{'lambda_l1': 1.3885560800818459e-06, 'lambda_l2': 0.09345301080965998, 'num_leaves': 334, 'feature_fraction': 0.6983115581402599, 'bagging_fraction': 0.803769417588913, 'bagging_freq': 2, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8584723993428398,0.42430342747575145
clhs_sampled_data_10000_set_11,"{'lambda_l1': 6.861547624248125e-06, 'lambda_l2': 0.0006018726703282656, 'num_leaves': 402, 'feature_fraction': 0.6260418688623333, 'bagging_fraction': 0.8216359230409563, 'bagging_freq': 5, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8721632143938491,0.4151277736901303
FCMtp2sampled_data_10000_set_11,"{'lambda_l1': 8.505674211167316e-05, 'lambda_l2': 1.5805398033643567e-05, 'num_leaves': 252, 'feature_fraction': 0.6172665092963464, 'bagging_fraction': 0.8421760902351625, 'bagging_freq': 1, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6898299119833156,0.5805036504038626
FSCS_sampled_data_10000_set_11,"{'lambda_l1': 7.29046455427318e-06, 'lambda_l2': 0.0007069242451433724, 'num_leaves': 335, 'feature_fraction': 0.5849821860463814, 'bagging_fraction': 0.799210459327434, 'bagging_freq': 13, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.9431168230050769,0.30930002133261736
BalancedSampling_sampled_data_10000_set_12,"{'lambda_l1': 7.477022671274477e-07, 'lambda_l2': 0.0007531816458560868, 'num_leaves': 466, 'feature_fraction': 0.528124813517753, 'bagging_fraction': 0.8248872504847852, 'bagging_freq': 7, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.858527126611552,0.44448213479324766
clhs_sampled_data_10000_set_12,"{'lambda_l1': 2.8249645985864483e-07, 'lambda_l2': 0.00026255624725359536, 'num_leaves': 368, 'feature_fraction': 0.8724652283844915, 'bagging_fraction': 0.7717428060284808, 'bagging_freq': 1, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.873596688786212,0.403952533334134
FCMtp2sampled_data_10000_set_12,"{'lambda_l1': 0.0038285248860186524, 'lambda_l2': 0.01807975065888948, 'num_leaves': 432, 'feature_fraction': 0.7383682750742053, 'bagging_fraction': 0.8437060283348736, 'bagging_freq': 1, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.710823796743278,0.6068585724632447
FSCS_sampled_data_10000_set_12,"{'lambda_l1': 0.0794741828568336, 'lambda_l2': 3.131270388265191, 'num_leaves': 361, 'feature_fraction': 0.713343942778577, 'bagging_fraction': 0.6508071301669736, 'bagging_freq': 6, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.9371487748916449,0.3389675473145432
BalancedSampling_sampled_data_10000_set_13,"{'lambda_l1': 1.1529097674574577e-05, 'lambda_l2': 0.007877335998769821, 'num_leaves': 415, 'feature_fraction': 0.8430545397637659, 'bagging_fraction': 0.9879083909612587, 'bagging_freq': 10, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8619817609551879,0.41427556294610096
clhs_sampled_data_10000_set_13,"{'lambda_l1': 5.4629094836991745e-06, 'lambda_l2': 0.0019041297683775318, 'num_leaves': 329, 'feature_fraction': 0.838900252898492, 'bagging_fraction': 0.9266185835264791, 'bagging_freq': 1, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8808274811494071,0.4100659605693239
